CH1,CH2,CH3,CH4,time,Ts
356.0,-0.530234375,9.8809375,-0.5,0.0,4e-09
361.984375,-0.549921875,9.8803125,-0.6000000000000001,4e-09,
360.0,-0.550078125,9.88,-0.6000000000000001,8e-09,
360.0,-0.55,9.879375,-0.7000000000000001,1.2000000000000002e-08,
355.96875,-0.55015625,9.9996875,-0.5,1.6e-08,
354.015625,-0.540390625,9.879687500000001,-0.703125,2e-08,
361.96875,-0.5603125,9.9590625,-0.7015625000000001,2.4000000000000003e-08,
360.015625,-0.53,9.879687500000001,-0.3015625,2.8000000000000003e-08,
358.015625,-0.570703125,9.9196875,-0.30000000000000004,3.2e-08,
354.015625,-0.570703125,9.96,-0.19843750000000002,3.6000000000000005e-08,
356.015625,-0.539921875,9.879375,-0.7000000000000001,4e-08,
360.0,-0.540546875,9.8396875,-0.69921875,4.4000000000000004e-08,
358.0,-0.57984375,9.92,-0.403125,4.8000000000000006e-08,
359.984375,-0.5596875,9.84,-0.20078125000000002,5.2e-08,
359.984375,-0.55,9.96,-0.5007812500000001,5.6000000000000005e-08,
362.015625,-0.529453125,9.879375,-0.39921875,6.000000000000001e-08,
355.96875,-0.5903125,9.92,-0.70078125,6.4e-08,
356.015625,-0.580390625,9.88,-0.5,6.8e-08,
360.0,-0.5700000000000001,9.8003125,-0.6000000000000001,7.200000000000001e-08,
354.0,-0.58015625,9.879375,-0.6000000000000001,7.6e-08,
358.0,-0.580234375,9.84,-0.5007812500000001,8e-08,
356.0,-0.570078125,9.84,-0.5,8.400000000000001e-08,
356.03125,-0.600078125,9.839375,-0.6000000000000001,8.800000000000001e-08,
348.0,-0.580078125,9.88,-0.7000000000000001,9.2e-08,
356.015625,-0.58984375,9.7590625,-0.80078125,9.600000000000001e-08,
354.03125,-0.560078125,9.8,-0.6984375,1.0000000000000001e-07,
366.0,-0.589921875,9.8803125,-0.40156250000000004,1.04e-07,
354.046875,-0.5700000000000001,9.92,-0.40078125000000003,1.08e-07,
351.90625,-0.59,9.92,-0.49921875000000004,1.1200000000000001e-07,
360.0,-0.560078125,9.76,-0.19843750000000002,1.16e-07,
353.984375,-0.57984375,9.879687500000001,-0.9031250000000001,1.2000000000000002e-07,
358.0,-0.550078125,9.84,-0.9,1.24e-07,
354.0,-0.59,9.8,-0.8,1.28e-07,
358.015625,-0.5797656250000001,9.76,-0.7992187500000001,1.3200000000000002e-07,
354.0,-0.580234375,9.920625,-0.59921875,1.36e-07,
363.984375,-0.570703125,9.838125,-0.5007812500000001,1.4e-07,
357.9375,-0.629921875,9.8,-0.49921875000000004,1.4400000000000002e-07,
357.984375,-0.55078125,10.0003125,-0.30000000000000004,1.48e-07,
356.015625,-0.57078125,9.919375,-0.30000000000000004,1.52e-07,
362.0,-0.58015625,9.877812500000001,-0.30000000000000004,1.5600000000000002e-07,
354.0,-0.5602343750000001,9.878125,-0.7992187500000001,1.6e-07,
354.0,-0.56078125,9.6803125,-0.5,1.64e-07,
354.0,-0.589921875,9.95875,-0.70078125,1.6800000000000002e-07,
354.03125,-0.58,9.88,-0.4,1.72e-07,
362.03125,-0.58921875,9.9603125,-0.50390625,1.7600000000000001e-07,
360.0,-0.540078125,9.96,-0.7000000000000001,1.8000000000000002e-07,
356.015625,-0.58,9.879375,-0.60078125,1.84e-07,
363.984375,-0.5803125,9.8,-0.5007812500000001,1.8800000000000002e-07,
358.03125,-0.610078125,9.84,-0.7015625000000001,1.9200000000000003e-07,
357.984375,-0.579921875,9.7596875,-0.2,1.96e-07,
354.0,-0.6001562500000001,9.879687500000001,-0.6000000000000001,2.0000000000000002e-07,
358.03125,-0.580390625,9.800625,-0.49921875000000004,2.04e-07,
360.015625,-0.58078125,10.03875,-0.80078125,2.08e-07,
361.96875,-0.629921875,9.88,-0.60078125,2.1200000000000002e-07,
366.0,-0.6001562500000001,9.8,-0.9,2.16e-07,
358.046875,-0.600078125,9.8,-0.59921875,2.2e-07,
351.984375,-0.59984375,9.799687500000001,-0.6000000000000001,2.2400000000000002e-07,
354.015625,-0.609765625,9.8803125,-0.30000000000000004,2.28e-07,
356.0,-0.55953125,9.92,-0.70078125,2.32e-07,
354.015625,-0.589453125,9.8403125,-0.5,2.3600000000000002e-07,
360.0,-0.6103125,9.8003125,-0.7000000000000001,2.4000000000000003e-07,
357.984375,-0.6199218750000001,9.96,-0.59921875,2.44e-07,
356.0,-0.600234375,9.8825,-0.39687500000000003,2.48e-07,
355.984375,-0.600234375,9.8003125,-0.8,2.5200000000000003e-07,
354.03125,-0.6101562500000001,10.0003125,-0.49609375,2.56e-07,
360.0,-0.6101562500000001,9.9196875,-0.4,2.6e-07,
356.0,-0.6,9.96,-0.6000000000000001,2.6400000000000003e-07,
354.0,-0.61,9.92,-0.6000000000000001,2.68e-07,
364.046875,-0.62,9.8396875,-0.4,2.72e-07,
349.984375,-0.609375,9.879687500000001,-0.6000000000000001,2.7600000000000004e-07,
362.015625,-0.59,9.8,-0.60078125,2.8e-07,
351.96875,-0.6103125,9.8003125,-0.5,2.84e-07,
362.015625,-0.6199218750000001,9.915625,-0.59921875,2.8800000000000004e-07,
358.0,-0.6003125,9.958125,-0.6000000000000001,2.92e-07,
362.0,-0.6003906250000001,9.76,-0.5,2.96e-07,
350.015625,-0.620078125,9.95875,-0.5,3.0000000000000004e-07,
356.078125,-0.6199218750000001,9.88,-0.8,3.04e-07,
360.0,-0.629140625,9.92,-0.6000000000000001,3.08e-07,
362.0,-0.59,9.8403125,-0.6000000000000001,3.1200000000000004e-07,
359.96875,-0.62,9.84,-0.70234375,3.16e-07,
356.0,-0.59,9.8,-0.30000000000000004,3.2e-07,
352.0,-0.62,9.84,-0.5,3.2400000000000004e-07,
358.0,-0.599921875,9.8,-0.4,3.28e-07,
358.0,-0.640859375,9.84,-0.6000000000000001,3.32e-07,
357.96875,-0.640234375,9.879375,-0.4,3.3600000000000004e-07,
352.0,-0.63,9.8003125,-0.49921875000000004,3.4000000000000003e-07,
358.0,-0.629921875,9.879375,-0.6000000000000001,3.44e-07,
