Point,X,Y
1,1.4004548599215876,556.3937195611661
2,1.298567209162281,446.58131820206927
3,1.199863547489203,358.4419930627441
4,1.099567891273011,267.36834823758664
5,0.9976802405137043,188.76900456641843
6,0.9005685733837403,123.85802644355093
7,0.8002729171675481,66.43436121583498
8,0.5980896101920493,4.836927248349934
9,0.5009779430620853,0.40775634858700194
10,0.45162611222554633,0.10131727531939266
