CH1,CH3,CH4,Ts
-1.160390625e+2,2.640156250e+1,-8.949600000e+0,
-1.169218750e+2,2.680312500e+1,-8.588706250e+0,
-1.199765625e+2,2.579843750e+1,-8.768800000e+0,
-1.149921875e+2,2.700156250e+1,-8.497600000e+0,
-1.170000000e+2,2.639375000e+1,-8.407200000e+0,
-1.140078125e+2,2.640000000e+1,-8.860612500e+0,
-1.180078125e+2,2.619687500e+1,-8.677693750e+0,
-1.160000000e+2,2.620000000e+1,-8.588000000e+0,
-1.150078125e+2,2.640781250e+1,-8.588000000e+0,
-1.180078125e+2,2.580156250e+1,-8.586587500e+0,
-1.150156250e+2,2.600000000e+1,-8.226400000e+0,
-1.139921875e+2,2.639843750e+1,-8.586587500e+0,
-1.170156250e+2,2.639687500e+1,-8.587293750e+0,
-1.170078125e+2,2.579062500e+1,-8.316800000e+0,
-1.150000000e+2,2.559375000e+1,-8.496187500e+0,
-1.169921875e+2,2.639687500e+1,-8.494068750e+0,
-1.160000000e+2,2.600000000e+1,-8.589412500e+0,
-1.160000000e+2,2.660468750e+1,-8.136706250e+0,
-1.139843750e+2,2.618750000e+1,-8.775862500e+0,
-1.140078125e+2,2.560156250e+1,-8.494068750e+0,
-1.140000000e+2,2.600156250e+1,-8.407200000e+0,
-1.150078125e+2,2.599375000e+1,-8.406493750e+0,
-1.150000000e+2,2.659687500e+1,-8.136000000e+0,
-1.130000000e+2,2.580156250e+1,-8.587293750e+0,
-1.130000000e+2,2.620000000e+1,-8.314681250e+0,
-1.130000000e+2,2.559218750e+1,-8.316800000e+0,
-1.130390625e+2,2.520000000e+1,-8.227812500e+0,
-1.099921875e+2,2.579687500e+1,-8.045600000e+0,
-1.139687500e+2,2.560781250e+1,-8.042775000e+0,
-1.139609375e+2,2.560000000e+1,-8.768093750e+0,
-1.119921875e+2,2.540156250e+1,-8.314681250e+0,
-1.119843750e+2,2.500000000e+1,-8.227106250e+0,
-1.110468750e+2,2.520000000e+1,-8.407906250e+0,
-1.150312500e+2,2.500000000e+1,-8.136000000e+0,
-1.129609375e+2,2.519843750e+1,-8.315387500e+0,
-1.110546875e+2,2.520000000e+1,-8.316800000e+0,
-1.089843750e+2,2.520156250e+1,-8.316800000e+0,
-1.129765625e+2,2.479687500e+1,-8.135293750e+0,
-1.160468750e+2,2.501093750e+1,-8.136706250e+0,
-1.100156250e+2,2.539843750e+1,-8.226400000e+0,
-1.149296875e+2,2.459843750e+1,-8.226400000e+0,
-1.141328125e+2,2.519062500e+1,-7.957318750e+0,
-1.099765625e+2,2.520000000e+1,-8.044893750e+0,
-1.110078125e+2,2.540000000e+1,-8.225693750e+0,
-1.089687500e+2,2.459531250e+1,-8.136706250e+0,
-1.090312500e+2,2.500156250e+1,-8.318212500e+0,
-1.120078125e+2,2.500000000e+1,-7.862681250e+0,
-1.099921875e+2,2.479843750e+1,-7.955906250e+0,
-1.100000000e+2,2.459843750e+1,-8.045600000e+0,
-1.100000000e+2,2.460156250e+1,-8.045600000e+0,
-1.100000000e+2,2.440312500e+1,-8.136000000e+0,
-1.100000000e+2,2.500000000e+1,-8.045600000e+0,
-1.110156250e+2,2.460000000e+1,-8.136000000e+0,
-1.130000000e+2,2.480000000e+1,-8.045600000e+0,
-1.090390625e+2,2.440468750e+1,-8.134587500e+0,
-1.100078125e+2,2.440156250e+1,-8.045600000e+0,
-1.110078125e+2,2.399843750e+1,-7.956612500e+0,
-1.099687500e+2,2.461562500e+1,-8.045600000e+0,
-1.080078125e+2,2.499843750e+1,-7.864093750e+0,
-1.100312500e+2,2.438437500e+1,-7.956612500e+0,
-1.089921875e+2,2.400000000e+1,-7.865506250e+0,
-1.070000000e+2,2.419218750e+1,-7.774400000e+0,
-1.080078125e+2,2.420000000e+1,-7.955906250e+0,
-1.089921875e+2,2.399687500e+1,-7.864800000e+0,
-1.110078125e+2,2.399843750e+1,-7.955906250e+0,
-1.070234375e+2,2.439843750e+1,-7.774400000e+0,
-1.060000000e+2,2.419843750e+1,-7.863387500e+0,
-1.060000000e+2,2.420937500e+1,-7.866212500e+0,
-1.060078125e+2,2.359375000e+1,-7.684000000e+0,
-1.070390625e+2,2.440000000e+1,-7.774400000e+0,
-1.090234375e+2,2.360312500e+1,-7.772281250e+0,
-1.089375000e+2,2.360000000e+1,-7.955200000e+0,
-1.049843750e+2,2.420000000e+1,-7.684000000e+0,
-1.070156250e+2,2.360156250e+1,-7.953787500e+0,
-1.060156250e+2,2.360937500e+1,-7.777931250e+0,
-1.090000000e+2,2.320000000e+1,-7.774400000e+0,
-1.070234375e+2,2.380000000e+1,-7.955906250e+0,
-1.080000000e+2,2.380000000e+1,-7.683293750e+0,
-1.080000000e+2,2.379843750e+1,-7.866918750e+0,
-1.090390625e+2,2.359843750e+1,-7.684000000e+0,
-1.050078125e+2,2.340000000e+1,-7.412800000e+0,
-1.079609375e+2,2.339843750e+1,-7.774400000e+0,
-1.069843750e+2,2.340000000e+1,-7.414212500e+0,
-1.059687500e+2,2.339843750e+1,-7.684000000e+0,
-1.040234375e+2,2.360000000e+1,-7.590068750e+0,
-1.080078125e+2,2.359687500e+1,-7.323812500e+0,
-1.060000000e+2,2.319843750e+1,-7.593600000e+0,
-1.040000000e+2,2.340312500e+1,-7.955906250e+0,
-1.050078125e+2,2.280625000e+1,-7.777225000e+0,
-1.050000000e+2,2.299218750e+1,-7.682587500e+0,
-1.040000000e+2,2.360000000e+1,-7.684000000e+0,
-1.060000000e+2,2.299843750e+1,-7.323106250e+0,
-1.070000000e+2,2.360156250e+1,-7.500375000e+0,
-1.050000000e+2,2.340000000e+1,-7.503200000e+0,
-1.060078125e+2,2.320625000e+1,-7.234118750e+0,
-1.030156250e+2,2.300000000e+1,-7.409975000e+0,
-1.030000000e+2,2.300000000e+1,-7.594306250e+0,
-1.029921875e+2,2.279687500e+1,-7.500375000e+0,
-1.020000000e+2,2.280156250e+1,-7.322400000e+0,
-1.030156250e+2,2.300156250e+1,-7.593600000e+0,
-1.030000000e+2,2.320000000e+1,-7.232000000e+0,
-1.020234375e+2,2.300156250e+1,-7.412800000e+0,
-1.010078125e+2,2.280000000e+1,-7.144425000e+0,
-1.010078125e+2,2.259843750e+1,-7.232000000e+0,
-1.000390625e+2,2.300468750e+1,-7.322400000e+0,
-9.992187500e+1,2.319843750e+1,-7.235531250e+0,
-1.039375000e+2,2.260156250e+1,-6.960800000e+0,
-1.030781250e+2,2.279843750e+1,-7.320987500e+0,
-1.010000000e+2,2.240312500e+1,-7.144425000e+0,
-1.010000000e+2,2.220000000e+1,-7.231293750e+0,
-1.000078125e+2,2.220000000e+1,-7.323106250e+0,
-1.020078125e+2,2.240312500e+1,-7.323106250e+0,
-1.020000000e+2,2.260000000e+1,-7.232000000e+0,
-1.020000000e+2,2.219843750e+1,-7.322400000e+0,
-1.010000000e+2,2.260156250e+1,-6.962918750e+0,
-9.896875000e+1,2.200156250e+1,-7.232000000e+0,
-1.020156250e+2,2.200312500e+1,-7.139481250e+0,
-9.700781250e+1,2.219843750e+1,-7.143012500e+0,
-1.009609375e+2,2.220468750e+1,-7.232000000e+0,
-1.010234375e+2,2.239531250e+1,-7.143012500e+0,
-1.000078125e+2,2.180156250e+1,-7.232000000e+0,
-1.000078125e+2,2.200000000e+1,-6.870400000e+0,
-9.897656250e+1,2.200000000e+1,-6.693131250e+0,
-9.700000000e+1,2.220000000e+1,-7.050493750e+0,
-9.802343750e+1,2.199687500e+1,-6.689600000e+0,
-9.900000000e+1,2.180000000e+1,-7.055437500e+0,
-9.700000000e+1,2.200156250e+1,-7.046962500e+0,
-9.900000000e+1,2.200000000e+1,-6.780706250e+0,
-9.900000000e+1,2.200000000e+1,-6.960800000e+0,
-9.800781250e+1,2.180000000e+1,-6.960093750e+0,
-9.800000000e+1,2.179843750e+1,-6.780706250e+0,
-9.800000000e+1,2.160000000e+1,-6.870400000e+0,
-9.600000000e+1,2.179687500e+1,-6.780706250e+0,
-9.800000000e+1,2.100156250e+1,-6.961506250e+0,
-9.600000000e+1,2.119531250e+1,-6.780000000e+0,
-9.699218750e+1,2.120000000e+1,-6.963625000e+0,
-9.800000000e+1,2.140156250e+1,-6.960093750e+0,
-9.701562500e+1,2.140000000e+1,-6.780706250e+0,
-9.900000000e+1,2.139218750e+1,-6.960800000e+0,
-9.600781250e+1,2.100625000e+1,-6.780000000e+0,
-9.700000000e+1,2.180468750e+1,-6.960093750e+0,
-9.500000000e+1,2.099843750e+1,-6.779293750e+0,
-9.600000000e+1,2.140156250e+1,-6.689600000e+0,
-9.500781250e+1,2.079843750e+1,-6.689600000e+0,
-9.500781250e+1,2.100000000e+1,-6.689600000e+0,
-9.401562500e+1,2.098750000e+1,-6.599200000e+0,
-9.302343750e+1,2.039843750e+1,-6.780000000e+0,
-9.199218750e+1,2.138281250e+1,-6.691012500e+0,
-9.505468750e+1,2.100000000e+1,-6.598493750e+0,
-9.697656250e+1,2.079843750e+1,-6.509506250e+0,
-9.400000000e+1,2.060000000e+1,-6.510918750e+0,
-9.600000000e+1,2.100000000e+1,-6.689600000e+0,
-9.297656250e+1,2.059843750e+1,-6.509506250e+0,
-9.400781250e+1,2.079843750e+1,-6.508800000e+0,
-9.396875000e+1,2.060000000e+1,-6.510918750e+0,
-9.700781250e+1,2.039531250e+1,-6.780000000e+0,
-9.400781250e+1,2.020156250e+1,-6.505268750e+0,
-9.500781250e+1,2.101562500e+1,-6.329412500e+0,
-9.202343750e+1,2.098281250e+1,-6.510212500e+0,
-9.197656250e+1,2.020000000e+1,-6.689600000e+0,
-9.300781250e+1,2.020000000e+1,-6.688893750e+0,
-9.096875000e+1,1.999843750e+1,-6.418400000e+0,
-9.000781250e+1,2.020156250e+1,-6.689600000e+0,
-9.198437500e+1,2.040000000e+1,-6.416987500e+0,
-8.900781250e+1,2.000000000e+1,-6.419106250e+0,
-9.399218750e+1,2.040000000e+1,-6.328706250e+0,
-9.200000000e+1,2.020468750e+1,-6.328706250e+0,
-9.300000000e+1,1.999531250e+1,-6.418400000e+0,
-9.200000000e+1,2.039843750e+1,-6.419812500e+0,
-9.400781250e+1,2.000156250e+1,-6.237600000e+0,
-9.000781250e+1,1.999687500e+1,-6.328706250e+0,
-9.199218750e+1,1.940000000e+1,-6.149318750e+0,
-9.000000000e+1,1.979531250e+1,-6.056800000e+0,
-9.199218750e+1,2.060468750e+1,-6.238306250e+0,
-9.001562500e+1,1.959375000e+1,-6.056800000e+0,
-8.900000000e+1,1.920000000e+1,-6.237600000e+0,
-8.902343750e+1,1.919843750e+1,-6.154262500e+0,
-9.200781250e+1,1.919843750e+1,-6.599200000e+0,
-9.100000000e+1,1.920000000e+1,-6.052562500e+0,
-9.099218750e+1,1.940312500e+1,-6.147906250e+0,
-8.801562500e+1,1.961406250e+1,-5.965693750e+0,
-8.800000000e+1,1.919687500e+1,-6.236893750e+0,
-8.798437500e+1,1.980156250e+1,-6.054681250e+0,
-9.198437500e+1,1.919687500e+1,-6.056093750e+0,
-8.907031250e+1,1.920000000e+1,-6.236893750e+0,
-8.601562500e+1,1.900000000e+1,-6.147200000e+0,
-8.700000000e+1,1.940000000e+1,-6.056800000e+0,
-8.703125000e+1,1.880781250e+1,-6.058212500e+0,
-9.003906250e+1,1.879843750e+1,-5.967106250e+0,
-8.999218750e+1,1.840156250e+1,-6.238306250e+0,
-8.896875000e+1,1.900000000e+1,-5.876000000e+0,
-8.700781250e+1,1.879843750e+1,-5.967812500e+0,
-8.902343750e+1,1.879687500e+1,-5.876706250e+0,
-8.799218750e+1,1.840156250e+1,-5.876000000e+0,
-8.702343750e+1,1.860000000e+1,-5.876000000e+0,
-8.598437500e+1,1.840000000e+1,-5.876000000e+0,
-8.896875000e+1,1.839687500e+1,-5.966400000e+0,
-8.901562500e+1,1.800000000e+1,-5.692375000e+0,
-8.703125000e+1,1.860781250e+1,-5.695906250e+0,
-8.599218750e+1,1.860000000e+1,-5.876000000e+0,
-8.701562500e+1,1.800625000e+1,-5.785600000e+0,
-8.699218750e+1,1.740000000e+1,-5.876000000e+0,
-8.600000000e+1,1.800781250e+1,-5.695200000e+0,
-8.600781250e+1,1.840000000e+1,-5.787012500e+0,
-8.499218750e+1,1.799531250e+1,-5.966400000e+0,
-8.400000000e+1,1.800000000e+1,-5.785600000e+0,
-8.400000000e+1,1.801875000e+1,-5.876706250e+0,
-8.301562500e+1,1.720000000e+1,-5.694493750e+0,
-8.600000000e+1,1.780000000e+1,-5.693787500e+0,
-8.400000000e+1,1.800156250e+1,-5.876000000e+0,
-8.700781250e+1,1.739843750e+1,-5.784187500e+0,
-8.601562500e+1,1.780468750e+1,-5.514400000e+0,
-8.300000000e+1,1.780000000e+1,-5.515106250e+0,
-8.599218750e+1,1.798593750e+1,-5.330775000e+0,
-8.400000000e+1,1.799218750e+1,-5.604800000e+0,
-8.500000000e+1,1.719531250e+1,-5.334306250e+0,
-8.199218750e+1,1.720625000e+1,-5.790543750e+0,
-8.402343750e+1,1.760312500e+1,-5.510162500e+0,
-8.299218750e+1,1.739531250e+1,-5.333600000e+0,
-8.100000000e+1,1.719375000e+1,-5.604800000e+0,
-8.200000000e+1,1.759531250e+1,-5.333600000e+0,
-8.100000000e+1,1.680000000e+1,-5.514400000e+0,
-8.100000000e+1,1.760000000e+1,-5.422587500e+0,
-8.099218750e+1,1.699218750e+1,-5.424000000e+0,
-8.301562500e+1,1.680000000e+1,-5.515106250e+0,
-8.002343750e+1,1.720156250e+1,-5.333600000e+0,
-8.098437500e+1,1.621718750e+1,-5.332893750e+0,
-8.098437500e+1,1.639843750e+1,-5.513693750e+0,
-8.000781250e+1,1.660000000e+1,-5.512987500e+0,
-8.098437500e+1,1.619843750e+1,-5.152800000e+0,
-7.900000000e+1,1.660468750e+1,-5.514400000e+0,
-8.103125000e+1,1.660000000e+1,-5.152800000e+0,
-8.099218750e+1,1.620000000e+1,-5.152093750e+0,
-8.001562500e+1,1.659843750e+1,-5.242493750e+0,
-7.903125000e+1,1.660312500e+1,-5.424000000e+0,
-7.700781250e+1,1.620000000e+1,-5.151387500e+0,
-7.698437500e+1,1.640312500e+1,-5.243906250e+0,
-7.800781250e+1,1.619687500e+1,-5.243200000e+0,
-7.700000000e+1,1.579843750e+1,-4.972000000e+0,
-7.801562500e+1,1.579843750e+1,-5.153506250e+0,
-7.599218750e+1,1.580000000e+1,-4.881600000e+0,
-7.700000000e+1,1.580000000e+1,-5.154212500e+0,
-7.602343750e+1,1.580000000e+1,-5.062400000e+0,
-7.900781250e+1,1.580000000e+1,-5.152800000e+0,
-7.699218750e+1,1.580000000e+1,-5.062400000e+0,
-7.700000000e+1,1.620156250e+1,-5.061693750e+0,
-7.700000000e+1,1.622343750e+1,-4.883718750e+0,
-7.800781250e+1,1.540156250e+1,-4.881600000e+0,
-7.700000000e+1,1.560468750e+1,-5.062400000e+0,
-7.600000000e+1,1.560000000e+1,-4.975531250e+0,
-7.499218750e+1,1.520000000e+1,-4.791200000e+0,
-7.400000000e+1,1.480312500e+1,-4.972000000e+0,
-7.397656250e+1,1.558593750e+1,-4.883012500e+0,
-7.600781250e+1,1.560468750e+1,-4.972000000e+0,
-7.499218750e+1,1.519843750e+1,-4.789081250e+0,
-7.499218750e+1,1.520156250e+1,-4.701506250e+0,
-7.400000000e+1,1.519843750e+1,-4.884425000e+0,
-7.502343750e+1,1.520312500e+1,-4.882306250e+0,
-7.500000000e+1,1.539843750e+1,-4.883012500e+0,
-7.400000000e+1,1.501875000e+1,-4.610400000e+0,
-6.999218750e+1,1.480000000e+1,-4.972000000e+0,
-7.099218750e+1,1.499843750e+1,-4.613225000e+0,
-7.200000000e+1,1.460000000e+1,-4.700800000e+0,
-7.200000000e+1,1.500000000e+1,-4.700800000e+0,
-7.197656250e+1,1.459687500e+1,-4.700093750e+0,
-7.398437500e+1,1.440468750e+1,-4.702212500e+0,
-7.292968750e+1,1.418906250e+1,-4.428187500e+0,
-7.100781250e+1,1.480000000e+1,-4.429600000e+0,
-7.200000000e+1,1.400156250e+1,-4.517175000e+0,
-6.894531250e+1,1.440000000e+1,-4.700800000e+0,
-6.907812500e+1,1.499843750e+1,-4.430306250e+0,
-7.403125000e+1,1.440156250e+1,-4.606162500e+0,
-7.195312500e+1,1.440937500e+1,-4.791906250e+0,
-7.002343750e+1,1.400000000e+1,-4.610400000e+0,
-6.895312500e+1,1.440000000e+1,-4.611106250e+0,
-7.399218750e+1,1.379843750e+1,-4.430306250e+0,
-7.100781250e+1,1.420156250e+1,-4.611812500e+0,
-7.301562500e+1,1.379687500e+1,-4.429600000e+0,
-6.805468750e+1,1.380000000e+1,-4.248800000e+0,
-6.794531250e+1,1.380312500e+1,-4.428893750e+0,
-6.998437500e+1,1.360000000e+1,-4.339200000e+0,
-6.700000000e+1,1.339843750e+1,-4.339200000e+0,
-7.003125000e+1,1.400000000e+1,-3.976187500e+0,
-6.898437500e+1,1.339687500e+1,-4.065881250e+0,
-6.600000000e+1,1.399531250e+1,-4.158400000e+0,
-6.801562500e+1,1.399843750e+1,-4.068706250e+0,
-7.000000000e+1,1.400625000e+1,-4.248093750e+0,
-6.698437500e+1,1.320312500e+1,-4.159106250e+0,
-6.500000000e+1,1.320000000e+1,-4.158400000e+0,
-6.600000000e+1,1.319843750e+1,-4.068706250e+0,
-6.900000000e+1,1.299843750e+1,-4.065175000e+0,
-6.898437500e+1,1.280000000e+1,-4.339200000e+0,
-6.500781250e+1,1.319687500e+1,-3.893556250e+0,
-6.700000000e+1,1.300000000e+1,-3.974068750e+0,
-6.600000000e+1,1.300156250e+1,-4.159812500e+0,
-6.500781250e+1,1.259062500e+1,-3.973362500e+0,
-6.499218750e+1,1.240781250e+1,-3.616000000e+0,
-6.300000000e+1,1.300000000e+1,-4.070118750e+0,
-6.502343750e+1,1.260000000e+1,-3.706400000e+0,
-6.500781250e+1,1.300000000e+1,-3.706400000e+0,
-6.404687500e+1,1.260000000e+1,-3.793975000e+0,
-6.103906250e+1,1.280000000e+1,-3.977600000e+0,
-6.092187500e+1,1.260000000e+1,-3.796093750e+0,
-6.592187500e+1,1.259687500e+1,-3.798212500e+0,
-6.511718750e+1,1.199843750e+1,-3.525600000e+0,
-6.199218750e+1,1.240312500e+1,-3.704987500e+0,
-6.299218750e+1,1.160468750e+1,-3.707812500e+0,
-5.899218750e+1,1.179218750e+1,-3.706400000e+0,
-6.101562500e+1,1.219843750e+1,-3.798212500e+0,
-6.200781250e+1,1.179687500e+1,-3.797506250e+0,
-6.300000000e+1,1.200000000e+1,-3.616000000e+0,
-6.199218750e+1,1.220156250e+1,-3.796800000e+0,
-6.100000000e+1,1.180000000e+1,-3.441556250e+0,
-6.103125000e+1,1.200000000e+1,-3.616000000e+0,
-5.900781250e+1,1.159843750e+1,-3.797506250e+0,
-6.098437500e+1,1.180781250e+1,-3.704987500e+0,
-6.301562500e+1,1.178906250e+1,-3.524187500e+0,
-6.002343750e+1,1.139843750e+1,-3.257931250e+0,
-6.002343750e+1,1.140156250e+1,-3.706400000e+0,
-5.699218750e+1,1.099843750e+1,-3.164000000e+0,
-5.903125000e+1,1.100000000e+1,-3.618825000e+0,
-5.900000000e+1,1.099843750e+1,-3.250868750e+0,
-5.899218750e+1,1.100000000e+1,-3.254400000e+0,
-5.800000000e+1,1.140000000e+1,-3.346918750e+0,
-5.899218750e+1,1.159687500e+1,-3.524187500e+0,
-6.100000000e+1,1.101875000e+1,-3.253693750e+0,
-5.899218750e+1,1.059843750e+1,-3.435200000e+0,
-5.801562500e+1,1.059843750e+1,-2.982493750e+0,
-5.600781250e+1,1.040156250e+1,-3.254400000e+0,
-5.700000000e+1,1.080156250e+1,-2.984612500e+0,
-5.900000000e+1,1.080000000e+1,-2.985318750e+0,
-5.799218750e+1,1.080156250e+1,-3.434493750e+0,
-6.000000000e+1,1.020000000e+1,-3.072893750e+0,
-5.701562500e+1,1.080468750e+1,-3.164706250e+0,
-5.600000000e+1,1.079375000e+1,-2.983200000e+0,
-5.601562500e+1,1.060156250e+1,-3.075012500e+0,
-5.700000000e+1,1.079531250e+1,-3.072187500e+0,
-5.500781250e+1,1.019843750e+1,-3.072893750e+0,
-5.600000000e+1,1.040781250e+1,-3.344093750e+0,
-5.599218750e+1,9.798437500e+0,-3.162587500e+0,
-5.301562500e+1,1.020312500e+1,-2.983200000e+0,
-5.297656250e+1,9.998437500e+0,-3.164000000e+0,
-5.500000000e+1,1.000000000e+1,-2.982493750e+0,
-5.403906250e+1,9.592187500e+0,-2.892800000e+0,
-5.201562500e+1,9.596875000e+0,-2.983200000e+0,
-5.296093750e+1,1.020468750e+1,-3.162587500e+0,
-5.498437500e+1,9.600000000e+0,-3.163293750e+0,
-5.301562500e+1,1.000625000e+1,-2.894918750e+0,
-5.601562500e+1,9.996875000e+0,-2.713412500e+0,
-5.296875000e+1,9.195312500e+0,-2.802400000e+0,
-5.198437500e+1,9.606250000e+0,-2.712706250e+0,
-5.000781250e+1,9.800000000e+0,-2.621600000e+0,
-5.196875000e+1,9.600000000e+0,-2.713412500e+0,
-5.203125000e+1,9.201562500e+0,-2.711293750e+0,
-5.000781250e+1,9.600000000e+0,-2.531200000e+0,
-5.000781250e+1,9.190625000e+0,-2.625837500e+0,
-4.902343750e+1,8.989062500e+0,-2.621600000e+0,
-4.796093750e+1,8.600000000e+0,-2.531200000e+0,
-5.199218750e+1,9.200000000e+0,-2.892800000e+0,
-4.898437500e+1,8.800000000e+0,-2.440800000e+0,
-5.100000000e+1,9.198437500e+0,-2.623012500e+0,
-4.898437500e+1,8.400000000e+0,-2.802400000e+0,
-4.900000000e+1,9.203125000e+0,-2.623012500e+0,
-4.900000000e+1,8.600000000e+0,-2.531906250e+0,
-4.900000000e+1,8.798437500e+0,-2.442918750e+0,
-4.900000000e+1,8.596875000e+0,-2.621600000e+0,
-5.000000000e+1,9.001562500e+0,-2.353225000e+0,
-5.000781250e+1,8.400000000e+0,-2.350400000e+0,
-4.901562500e+1,9.006250000e+0,-2.621600000e+0,
-4.599218750e+1,8.800000000e+0,-2.352518750e+0,
-4.899218750e+1,8.201562500e+0,-2.440800000e+0,
-4.800781250e+1,8.396875000e+0,-2.439387500e+0,
-4.701562500e+1,8.196875000e+0,-2.531200000e+0,
-4.400000000e+1,7.800000000e+0,-2.347575000e+0,
-4.600781250e+1,7.801562500e+0,-2.263531250e+0,
-4.398437500e+1,7.795312500e+0,-2.440800000e+0,
-4.603906250e+1,7.598437500e+0,-2.259293750e+0,
-4.798437500e+1,7.804687500e+0,-2.350400000e+0,
-4.401562500e+1,8.206250000e+0,-2.168187500e+0,
-4.400781250e+1,7.604687500e+0,-2.352518750e+0,
-4.200000000e+1,7.403125000e+0,-1.807293750e+0,
-4.496093750e+1,7.600000000e+0,-2.168893750e+0,
-4.503125000e+1,7.401562500e+0,-2.080612500e+0,
-4.303125000e+1,7.200000000e+0,-2.169600000e+0,
-4.299218750e+1,7.804687500e+0,-2.079200000e+0,
-4.402343750e+1,6.615625000e+0,-2.169600000e+0,
-4.395312500e+1,7.001562500e+0,-1.988093750e+0,
-4.100781250e+1,7.198437500e+0,-1.988800000e+0,
-4.402343750e+1,7.200000000e+0,-2.079200000e+0,
-4.196875000e+1,7.196875000e+0,-2.168893750e+0,
-4.200000000e+1,6.598437500e+0,-1.899812500e+0,
-4.100000000e+1,6.989062500e+0,-1.803762500e+0,
-4.100781250e+1,7.000000000e+0,-2.079200000e+0,
-4.002343750e+1,6.995312500e+0,-1.808000000e+0,
-3.995312500e+1,6.398437500e+0,-1.898400000e+0,
-4.302343750e+1,6.806250000e+0,-1.807293750e+0,
-3.801562500e+1,6.793750000e+0,-1.899106250e+0,
-4.195312500e+1,6.200000000e+0,-1.987387500e+0,
-4.100000000e+1,6.196875000e+0,-2.078493750e+0,
-4.199218750e+1,6.198437500e+0,-1.717600000e+0,
-3.899218750e+1,6.006250000e+0,-1.988800000e+0,
-4.001562500e+1,6.800000000e+0,-1.626493750e+0,
-4.000000000e+1,5.589062500e+0,-1.808706250e+0,
-4.000000000e+1,5.800000000e+0,-1.808000000e+0,
-3.900000000e+1,5.806250000e+0,-1.536800000e+0,
-3.900781250e+1,5.798437500e+0,-1.808706250e+0,
-3.900781250e+1,6.200000000e+0,-1.719718750e+0,
-3.800000000e+1,6.203125000e+0,-1.537506250e+0,
-4.000781250e+1,5.201562500e+0,-1.536800000e+0,
-4.000781250e+1,5.798437500e+0,-1.536800000e+0,
-3.800781250e+1,4.803125000e+0,-1.447812500e+0,
-3.898437500e+1,5.385937500e+0,-1.352468750e+0,
-3.800000000e+1,5.201562500e+0,-1.537506250e+0,
-3.500000000e+1,5.598437500e+0,-1.265600000e+0,
-3.605468750e+1,4.793750000e+0,-1.451343750e+0,
-3.797656250e+1,5.010937500e+0,-1.536800000e+0,
-3.400781250e+1,4.996875000e+0,-1.536800000e+0,
-3.700000000e+1,4.992187500e+0,-1.445693750e+0,
-3.400000000e+1,5.598437500e+0,-1.265600000e+0,
-3.900000000e+1,4.801562500e+0,-1.447106250e+0,
-3.700000000e+1,5.000000000e+0,-1.084093750e+0,
-3.500781250e+1,4.396875000e+0,-1.265600000e+0,
-3.499218750e+1,4.600000000e+0,-1.085506250e+0,
-3.500000000e+1,4.596875000e+0,-1.175200000e+0,
-3.500000000e+1,4.809375000e+0,-9.944000000e-1,
-3.397656250e+1,4.001562500e+0,-1.265600000e+0,
-3.299218750e+1,4.198437500e+0,-9.944000000e-1,
-3.303125000e+1,4.203125000e+0,-1.175906250e+0,
-3.500781250e+1,4.396875000e+0,-1.175906250e+0,
-3.295312500e+1,3.800000000e+0,-9.944000000e-1,
-3.103125000e+1,4.201562500e+0,-1.175906250e+0,
-3.400000000e+1,3.401562500e+0,-9.944000000e-1,
-3.102343750e+1,3.793750000e+0,-1.265600000e+0,
-3.299218750e+1,4.198437500e+0,-9.929875000e-1,
-3.302343750e+1,4.203125000e+0,-9.032937500e-1,
-3.099218750e+1,4.396875000e+0,-7.232000000e-1,
-3.299218750e+1,3.596875000e+0,-9.040000000e-1,
-3.104687500e+1,3.596875000e+0,-6.328000000e-1,
-2.996875000e+1,3.600000000e+0,-9.929875000e-1,
-2.800781250e+1,3.600000000e+0,-9.901625000e-1,
-3.001562500e+1,3.404687500e+0,-6.328000000e-1,
-2.898437500e+1,3.798437500e+0,-9.936937500e-1,
-2.900781250e+1,3.000000000e+0,-8.121875000e-1,
-3.100781250e+1,3.601562500e+0,-8.128937500e-1,
-3.100000000e+1,3.409375000e+0,-6.349187500e-1,
-3.000781250e+1,3.204687500e+0,-6.328000000e-1,
-3.000000000e+1,2.806250000e+0,-7.232000000e-1,
-2.800000000e+1,3.801562500e+0,-7.239062500e-1,
-3.000781250e+1,2.800000000e+0,-7.232000000e-1,
-2.900000000e+1,2.607812500e+0,-8.136000000e-1,
-2.900781250e+1,3.203125000e+0,-6.342125000e-1,
-2.800000000e+1,2.407812500e+0,-7.232000000e-1,
-2.900781250e+1,2.610937500e+0,-6.320937500e-1,
-2.697656250e+1,3.395312500e+0,-6.335062500e-1,
-2.598437500e+1,2.395312500e+0,-7.246125000e-1,
-2.499218750e+1,2.598437500e+0,-6.285625000e-1,
-2.500000000e+1,2.201562500e+0,-3.630125000e-1,
-2.500000000e+1,2.610937500e+0,-3.616000000e-1,
-2.599218750e+1,1.800000000e+0,-3.616000000e-1,
-2.300781250e+1,2.204687500e+0,-3.608937500e-1,
-2.496093750e+1,2.200000000e+0,-4.527062500e-1,
-2.700781250e+1,2.000000000e+0,-2.704937500e-1,
-2.401562500e+1,2.198437500e+0,-2.697875000e-1,
-2.599218750e+1,1.804687500e+0,-4.534125000e-1,
-2.500781250e+1,1.795312500e+0,-1.793875000e-1,
-2.699218750e+1,1.800000000e+0,-3.608937500e-1,
