CH1,CH2,CH3,CH4,Ts
2.478593750e+2,-8.000000000e-2,-3.031250000e-2,4.960937500e-2,
2.500000000e+2,-7.996875000e-2,0.000000000e+0,4.031250000e-2,
2.480468750e+2,-8.006250000e-2,-3.125000000e-4,4.976562500e-2,
2.479218750e+2,-8.400000000e-2,-9.296875000e-3,6.015625000e-2,
2.499687500e+2,-8.406250000e-2,1.984375000e-2,3.984375000e-2,
2.500000000e+2,-8.800000000e-2,-2.062500000e-2,5.007812500e-2,
2.499687500e+2,-7.987500000e-2,-2.015625000e-2,5.992187500e-2,
2.519843750e+2,-8.021875000e-2,-2.007812500e-2,5.000000000e-2,
2.479843750e+2,-8.400000000e-2,-1.000000000e-2,4.953125000e-2,
2.479687500e+2,-7.943750000e-2,-2.007812500e-2,6.992187500e-2,
2.539687500e+2,-7.187500000e-2,-1.960937500e-2,6.007812500e-2,
2.501406250e+2,-7.643750000e-2,7.812500000e-5,6.000000000e-2,
2.480156250e+2,-7.984375000e-2,-1.562500000e-4,4.992187500e-2,
2.479531250e+2,-7.175000000e-2,-1.007812500e-2,4.992187500e-2,
2.480781250e+2,-7.643750000e-2,-1.046875000e-2,5.007812500e-2,
2.440156250e+2,-8.403125000e-2,-3.000000000e-2,1.968750000e-2,
2.478593750e+2,-7.984375000e-2,-1.039062500e-2,6.968750000e-2,
2.502187500e+2,-8.025000000e-2,2.343750000e-4,4.000000000e-2,
2.441406250e+2,-8.400000000e-2,-1.804687500e-2,8.734375000e-2,
2.457031250e+2,-7.615625000e-2,-3.171875000e-2,9.335937500e-2,
2.557812500e+2,-7.206250000e-2,-2.656250000e-3,2.289062500e-2,
2.543281250e+2,-7.125000000e-2,1.093750000e-3,3.593750000e-2,
2.480468750e+2,-8.390625000e-2,-1.562500000e-4,6.070312500e-2,
2.459218750e+2,-7.612500000e-2,-7.812500000e-5,4.984375000e-2,
2.540000000e+2,-7.993750000e-2,9.609375000e-3,6.015625000e-2,
2.460312500e+2,-7.596875000e-2,2.000000000e-2,6.015625000e-2,
2.459843750e+2,-8.400000000e-2,-2.343750000e-4,9.007812500e-2,
2.500000000e+2,-8.037500000e-2,-3.000000000e-2,5.976562500e-2,
2.479843750e+2,-7.203125000e-2,-1.992187500e-2,4.000000000e-2,
2.519531250e+2,-7.946875000e-2,-1.023437500e-2,3.992187500e-2,
2.500312500e+2,-8.825000000e-2,1.023437500e-2,4.015625000e-2,
2.420312500e+2,-7.615625000e-2,-8.593750000e-4,5.000000000e-2,
2.460625000e+2,-7.990625000e-2,-1.953125000e-2,5.000000000e-2,
2.480468750e+2,-8.025000000e-2,5.468750000e-4,6.007812500e-2,
2.498750000e+2,-7.609375000e-2,-1.101562500e-2,5.960937500e-2,
2.440156250e+2,-7.987500000e-2,-8.984375000e-3,5.093750000e-2,
2.480468750e+2,-8.800000000e-2,-2.343750000e-4,8.054687500e-2,
2.461406250e+2,-8.000000000e-2,-1.039062500e-2,4.687500000e-2,
2.565156250e+2,-8.825000000e-2,1.484375000e-3,1.039062500e-2,
2.532656250e+2,-7.971875000e-2,8.750000000e-3,4.140625000e-2,
2.418281250e+2,-7.596875000e-2,-9.921875000e-3,2.867187500e-2,
2.462500000e+2,-8.071875000e-2,-6.250000000e-4,4.250000000e-2,
2.458750000e+2,-9.212500000e-2,-2.117187500e-2,7.859375000e-2,
2.461406250e+2,-8.359375000e-2,-7.968750000e-3,3.023437500e-2,
2.500000000e+2,-7.990625000e-2,-1.226562500e-2,8.046875000e-2,
2.458750000e+2,-8.000000000e-2,-3.000000000e-2,3.867187500e-2,
2.440156250e+2,-9.196875000e-2,-1.984375000e-2,5.046875000e-2,
2.482031250e+2,-7.587500000e-2,-3.062500000e-2,5.000000000e-2,
2.539843750e+2,-7.212500000e-2,-2.992187500e-2,6.000000000e-2,
2.499375000e+2,-7.603125000e-2,-3.007812500e-2,5.015625000e-2,
2.497968750e+2,-7.203125000e-2,-1.992187500e-2,5.000000000e-2,
2.397656250e+2,-7.203125000e-2,7.812500000e-5,3.007812500e-2,
2.463281250e+2,-7.190625000e-2,1.015625000e-2,2.984375000e-2,
2.539843750e+2,-7.934375000e-2,-7.968750000e-3,3.023437500e-2,
2.478593750e+2,-8.471875000e-2,-2.390625000e-2,1.992187500e-2,
2.460000000e+2,-7.612500000e-2,2.039062500e-2,2.953125000e-2,
2.480625000e+2,-8.337500000e-2,-1.000000000e-2,4.015625000e-2,
2.500000000e+2,-8.790625000e-2,1.023437500e-2,6.992187500e-2,
2.500156250e+2,-8.850000000e-2,-1.101562500e-2,3.968750000e-2,
2.520312500e+2,-7.603125000e-2,-2.007812500e-2,5.000000000e-2,
2.520312500e+2,-9.190625000e-2,-2.023437500e-2,4.015625000e-2,
2.459843750e+2,-8.425000000e-2,-1.562500000e-4,7.007812500e-2,
2.479531250e+2,-7.590625000e-2,-2.007812500e-2,4.992187500e-2,
2.478593750e+2,-7.150000000e-2,1.031250000e-2,5.992187500e-2,
2.520000000e+2,-9.600000000e-2,-1.054687500e-2,4.000000000e-2,
2.480781250e+2,-7.590625000e-2,3.125000000e-4,5.085937500e-2,
2.499218750e+2,-8.778125000e-2,-1.117187500e-2,6.992187500e-2,
2.480781250e+2,-8.000000000e-2,-9.765625000e-3,5.976562500e-2,
2.479531250e+2,-8.809375000e-2,1.007812500e-2,5.960937500e-2,
2.499531250e+2,-7.978125000e-2,-1.031250000e-2,3.984375000e-2,
2.519687500e+2,-8.434375000e-2,-9.687500000e-3,4.992187500e-2,
2.521250000e+2,-8.393750000e-2,2.031250000e-2,2.976562500e-2,
2.479375000e+2,-8.396875000e-2,9.609375000e-3,3.015625000e-2,
2.520312500e+2,-7.959375000e-2,1.562500000e-4,3.984375000e-2,
2.445000000e+2,-7.181250000e-2,-4.687500000e-4,3.015625000e-2,
2.436250000e+2,-6.796875000e-2,-3.109375000e-2,6.023437500e-2,
2.478125000e+2,-6.812500000e-2,-1.882812500e-2,2.015625000e-2,
2.482187500e+2,-8.071875000e-2,-9.765625000e-3,7.093750000e-2,
2.423906250e+2,-9.187500000e-2,-1.101562500e-2,3.929687500e-2,
2.400468750e+2,-7.984375000e-2,-2.992187500e-2,4.937500000e-2,
2.414843750e+2,-7.590625000e-2,-1.023437500e-2,9.140625000e-3,
2.498437500e+2,-7.190625000e-2,-4.023437500e-2,3.210937500e-2,
2.461406250e+2,-7.634375000e-2,1.054687500e-2,5.015625000e-2,
2.479062500e+2,-8.387500000e-2,0.000000000e+0,4.968750000e-2,
2.461093750e+2,-7.209375000e-2,-2.992187500e-2,3.000000000e-2,
2.459687500e+2,-7.562500000e-2,-2.085937500e-2,2.000000000e-2,
2.460000000e+2,-7.965625000e-2,-1.898437500e-2,4.000000000e-2,
2.459843750e+2,-8.681250000e-2,-2.382812500e-2,7.992187500e-2,
2.459531250e+2,-8.987500000e-2,1.851562500e-2,6.062500000e-2,
2.461718750e+2,-7.590625000e-2,-7.343750000e-3,2.867187500e-2,
2.481875000e+2,-8.434375000e-2,-2.015625000e-2,1.000000000e-2,
2.479062500e+2,-9.193750000e-2,-2.007812500e-2,3.000000000e-2,
2.456250000e+2,-8.384375000e-2,-1.953125000e-2,4.000000000e-2,
2.419531250e+2,-7.996875000e-2,-3.031250000e-2,2.960937500e-2,
2.440937500e+2,-7.600000000e-2,-1.000000000e-2,5.953125000e-2,
2.439843750e+2,-8.028125000e-2,-4.039062500e-2,5.039062500e-2,
2.439375000e+2,-8.396875000e-2,-3.960937500e-2,3.992187500e-2,
2.442812500e+2,-6.809375000e-2,-3.000000000e-2,4.992187500e-2,
2.522031250e+2,-8.840625000e-2,-3.000000000e-2,5.000000000e-2,
2.517031250e+2,-7.925000000e-2,-2.000000000e-2,6.007812500e-2,
2.478750000e+2,-7.621875000e-2,1.992187500e-2,4.046875000e-2,
2.456875000e+2,-8.065625000e-2,-1.000000000e-2,3.984375000e-2,
2.444531250e+2,-8.850000000e-2,-9.843750000e-3,4.007812500e-2,
2.498125000e+2,-9.193750000e-2,-3.125000000e-4,2.015625000e-2,
2.417343750e+2,-8.325000000e-2,-9.843750000e-3,2.953125000e-2,
2.463750000e+2,-7.193750000e-2,-3.906250000e-4,3.968750000e-2,
2.453906250e+2,-8.046875000e-2,-2.046875000e-2,4.992187500e-2,
2.400625000e+2,-7.965625000e-2,-9.218750000e-3,4.968750000e-2,
2.440312500e+2,-7.650000000e-2,-1.070312500e-2,6.000000000e-2,
2.397187500e+2,-8.346875000e-2,-8.906250000e-3,6.039062500e-2,
2.425000000e+2,-6.753125000e-2,1.039062500e-2,7.992187500e-2,
2.461093750e+2,-7.712500000e-2,-1.187500000e-2,4.828125000e-2,
2.460468750e+2,-7.931250000e-2,-3.914062500e-2,4.000000000e-2,
2.456875000e+2,-7.225000000e-2,5.468750000e-4,4.015625000e-2,
2.418281250e+2,-8.534375000e-2,-2.054687500e-2,5.000000000e-2,
2.441875000e+2,-8.287500000e-2,-9.843750000e-3,3.984375000e-2,
2.412500000e+2,-7.221875000e-2,-3.062500000e-2,5.023437500e-2,
2.341562500e+2,-8.437500000e-2,-4.023437500e-2,2.132812500e-2,
2.444375000e+2,-7.987500000e-2,-1.640625000e-3,2.843750000e-2,
2.438437500e+2,-8.000000000e-2,1.328125000e-3,4.828125000e-2,
2.439531250e+2,-7.987500000e-2,-9.296875000e-3,6.921875000e-2,
2.436718750e+2,-8.418750000e-2,-1.070312500e-2,6.242187500e-2,
2.497968750e+2,-7.615625000e-2,-9.687500000e-3,3.953125000e-2,
2.480937500e+2,-6.812500000e-2,-1.984375000e-2,3.000000000e-2,
2.481875000e+2,-7.153125000e-2,-2.000000000e-2,4.015625000e-2,
2.423750000e+2,-8.803125000e-2,-3.000000000e-2,4.992187500e-2,
2.418593750e+2,-7.609375000e-2,-1.960937500e-2,3.039062500e-2,
2.420468750e+2,-8.415625000e-2,-2.031250000e-2,4.015625000e-2,
2.435937500e+2,-6.803125000e-2,-3.984375000e-2,8.007812500e-2,
2.480000000e+2,-8.353125000e-2,3.906250000e-4,4.937500000e-2,
2.441562500e+2,-7.240625000e-2,-1.070312500e-2,5.031250000e-2,
2.458906250e+2,-7.196875000e-2,-9.609375000e-3,5.968750000e-2,
2.498750000e+2,-7.978125000e-2,-1.023437500e-2,3.929687500e-2,
2.520468750e+2,-7.990625000e-2,-1.929687500e-2,4.023437500e-2,
2.460625000e+2,-7.203125000e-2,1.140625000e-2,3.882812500e-2,
2.479843750e+2,-8.006250000e-2,-2.343750000e-3,2.023437500e-2,
2.440781250e+2,-8.000000000e-2,-4.007812500e-2,4.015625000e-2,
2.477656250e+2,-7.993750000e-2,-1.882812500e-2,3.015625000e-2,
2.519218750e+2,-7.603125000e-2,-3.085937500e-2,5.132812500e-2,
2.502187500e+2,-8.806250000e-2,-1.796875000e-2,4.968750000e-2,
2.440468750e+2,-7.953125000e-2,-1.117187500e-2,5.070312500e-2,
2.478281250e+2,-7.203125000e-2,-1.882812500e-2,4.765625000e-2,
2.479843750e+2,-7.603125000e-2,-7.812500000e-5,2.015625000e-2,
2.440156250e+2,-7.181250000e-2,-3.203125000e-2,5.203125000e-2,
2.459843750e+2,-7.181250000e-2,-3.875000000e-2,4.828125000e-2,
2.458750000e+2,-6.371875000e-2,-9.140625000e-3,4.054687500e-2,
2.501406250e+2,-6.403125000e-2,-2.140625000e-2,6.007812500e-2,
2.423593750e+2,-6.837500000e-2,-2.921875000e-2,6.015625000e-2,
2.438750000e+2,-8.396875000e-2,-2.093750000e-2,9.000000000e-2,
2.420937500e+2,-8.000000000e-2,-4.976562500e-2,6.039062500e-2,
2.418593750e+2,-7.584375000e-2,-1.007812500e-2,2.015625000e-2,
2.438750000e+2,-8.371875000e-2,-2.929687500e-2,3.000000000e-2,
2.474062500e+2,-8.421875000e-2,-1.171875000e-2,5.000000000e-2,
2.542031250e+2,-8.371875000e-2,-1.109375000e-2,8.000000000e-2,
2.458281250e+2,-8.759375000e-2,1.171875000e-3,5.265625000e-2,
2.439062500e+2,-8.493750000e-2,-1.882812500e-2,2.968750000e-2,
2.421093750e+2,-7.225000000e-2,-2.007812500e-2,6.007812500e-2,
2.480000000e+2,-7.584375000e-2,-9.921875000e-3,3.039062500e-2,
2.418906250e+2,-7.218750000e-2,-1.007812500e-2,4.968750000e-2,
2.441718750e+2,-7.890625000e-2,-2.007812500e-2,3.070312500e-2,
2.460156250e+2,-8.818750000e-2,7.812500000e-5,3.937500000e-2,
2.459531250e+2,-7.600000000e-2,-9.531250000e-3,4.976562500e-2,
2.460781250e+2,-8.762500000e-2,-1.015625000e-2,5.992187500e-2,
2.479062500e+2,-8.037500000e-2,0.000000000e+0,6.000000000e-2,
2.460625000e+2,-7.200000000e-2,-7.812500000e-5,5.007812500e-2,
2.520625000e+2,-7.209375000e-2,9.921875000e-3,3.960937500e-2,
2.478125000e+2,-6.803125000e-2,-1.007812500e-2,6.007812500e-2,
2.440000000e+2,-7.181250000e-2,0.000000000e+0,4.015625000e-2,
2.440000000e+2,-7.600000000e-2,-1.015625000e-2,4.984375000e-2,
2.380156250e+2,-7.209375000e-2,9.921875000e-3,4.000000000e-2,
2.420781250e+2,-7.190625000e-2,-1.023437500e-2,5.968750000e-2,
2.440312500e+2,-8.403125000e-2,-7.812500000e-5,7.000000000e-2,
2.458281250e+2,-7.587500000e-2,-2.039062500e-2,6.000000000e-2,
2.380625000e+2,-7.209375000e-2,-1.000000000e-2,5.023437500e-2,
2.500781250e+2,-8.015625000e-2,1.000000000e-2,4.007812500e-2,
2.478750000e+2,-7.568750000e-2,9.609375000e-3,4.000000000e-2,
2.440156250e+2,-6.815625000e-2,-1.000000000e-2,4.000000000e-2,
2.499531250e+2,-8.418750000e-2,-7.812500000e-5,5.937500000e-2,
2.481250000e+2,-7.609375000e-2,-2.007812500e-2,7.000000000e-2,
2.420000000e+2,-6.390625000e-2,1.992187500e-2,6.976562500e-2,
2.419062500e+2,-7.559375000e-2,-2.000000000e-2,8.000000000e-2,
2.440000000e+2,-7.612500000e-2,1.007812500e-2,5.953125000e-2,
2.400000000e+2,-7.590625000e-2,-2.890625000e-2,3.015625000e-2,
2.420000000e+2,-7.996875000e-2,-2.367187500e-2,2.960937500e-2,
2.378906250e+2,-7.628125000e-2,3.015625000e-2,6.078125000e-2,
2.379687500e+2,-7.568750000e-2,-1.554687500e-2,1.937500000e-2,
2.439843750e+2,-8.315625000e-2,-1.187500000e-2,7.945312500e-2,
2.439843750e+2,-8.512500000e-2,-1.960937500e-2,2.437500000e-2,
2.460000000e+2,-7.996875000e-2,-2.343750000e-3,3.984375000e-2,
2.460625000e+2,-8.403125000e-2,9.453125000e-3,5.976562500e-2,
2.420000000e+2,-7.193750000e-2,1.101562500e-2,6.015625000e-2,
2.480156250e+2,-8.793750000e-2,-9.375000000e-3,6.000000000e-2,
2.400781250e+2,-8.406250000e-2,-2.031250000e-3,6.937500000e-2,
2.437968750e+2,-8.793750000e-2,2.015625000e-2,9.007812500e-2,
2.480000000e+2,-8.400000000e-2,9.375000000e-4,6.046875000e-2,
2.478281250e+2,-8.403125000e-2,-1.796875000e-3,4.023437500e-2,
2.520000000e+2,-8.000000000e-2,1.093750000e-2,4.960937500e-2,
2.463125000e+2,-8.418750000e-2,-2.976562500e-2,8.992187500e-2,
2.476875000e+2,-8.800000000e-2,-1.015625000e-2,6.062500000e-2,
2.537968750e+2,-7.587500000e-2,-2.000000000e-2,5.007812500e-2,
2.542187500e+2,-7.609375000e-2,1.015625000e-2,3.992187500e-2,
2.460312500e+2,-8.006250000e-2,-1.117187500e-2,4.984375000e-2,
2.500312500e+2,-7.981250000e-2,-1.906250000e-2,4.992187500e-2,
2.420156250e+2,-6.803125000e-2,2.000000000e-2,5.000000000e-2,
2.439531250e+2,-8.012500000e-2,-1.960937500e-2,6.015625000e-2,
2.439843750e+2,-7.618750000e-2,-2.007812500e-2,6.007812500e-2,
2.440000000e+2,-7.959375000e-2,-7.812500000e-5,3.992187500e-2,
2.439843750e+2,-5.990625000e-2,-3.007812500e-2,6.914062500e-2,
2.480468750e+2,-8.093750000e-2,-1.968750000e-2,7.054687500e-2,
2.420625000e+2,-7.953125000e-2,-2.000000000e-2,3.007812500e-2,
2.439843750e+2,-7.609375000e-2,2.343750000e-4,6.046875000e-2,
2.419062500e+2,-8.021875000e-2,-3.125000000e-4,7.007812500e-2,
2.460468750e+2,-7.981250000e-2,-2.039062500e-2,6.015625000e-2,
2.400156250e+2,-8.034375000e-2,-2.000000000e-2,3.000000000e-2,
2.458750000e+2,-9.184375000e-2,-2.007812500e-2,4.960937500e-2,
2.442656250e+2,-7.559375000e-2,-1.007812500e-2,4.023437500e-2,
2.438750000e+2,-8.415625000e-2,-1.117187500e-2,3.843750000e-2,
2.498437500e+2,-8.034375000e-2,1.796875000e-2,7.101562500e-2,
2.502031250e+2,-6.803125000e-2,1.281250000e-2,2.125000000e-2,
2.442187500e+2,-7.921875000e-2,-1.250000000e-3,5.632812500e-2,
2.439531250e+2,-7.737500000e-2,1.031250000e-2,6.117187500e-2,
2.460000000e+2,-6.796875000e-2,7.812500000e-5,7.031250000e-2,
2.440000000e+2,-7.562500000e-2,9.375000000e-3,7.914062500e-2,
2.440156250e+2,-7.996875000e-2,1.000000000e-2,3.992187500e-2,
2.379843750e+2,-8.400000000e-2,-9.921875000e-3,6.031250000e-2,
2.458906250e+2,-8.381250000e-2,2.976562500e-2,4.992187500e-2,
2.479843750e+2,-9.200000000e-2,9.765625000e-3,5.000000000e-2,
2.480312500e+2,-8.431250000e-2,7.812500000e-5,4.046875000e-2,
2.420156250e+2,-8.018750000e-2,-9.921875000e-3,7.007812500e-2,
2.419531250e+2,-7.231250000e-2,-2.343750000e-4,4.992187500e-2,
2.419843750e+2,-6.393750000e-2,-9.375000000e-3,6.000000000e-2,
2.420468750e+2,-7.546875000e-2,-1.875000000e-3,5.953125000e-2,
2.459531250e+2,-7.640625000e-2,-4.007812500e-2,1.992187500e-2,
2.441562500e+2,-7.187500000e-2,3.203125000e-3,5.070312500e-2,
2.498281250e+2,-8.800000000e-2,-2.421875000e-3,4.015625000e-2,
2.398281250e+2,-7.593750000e-2,-1.882812500e-2,6.031250000e-2,
2.442187500e+2,-8.396875000e-2,-1.015625000e-3,3.796875000e-2,
2.394687500e+2,-7.193750000e-2,-4.148437500e-2,3.039062500e-2,
2.339218750e+2,-7.559375000e-2,-2.898437500e-2,4.054687500e-2,
2.383906250e+2,-6.440625000e-2,-1.742187500e-2,5.070312500e-2,
2.440000000e+2,-8.925000000e-2,1.015625000e-2,5.953125000e-2,
2.398281250e+2,-8.759375000e-2,-1.164062500e-2,5.062500000e-2,
2.400312500e+2,-7.971875000e-2,-1.070312500e-2,8.078125000e-2,
2.419687500e+2,-7.200000000e-2,-1.914062500e-2,6.820312500e-2,
2.400000000e+2,-8.825000000e-2,7.812500000e-5,4.007812500e-2,
2.441406250e+2,-8.793750000e-2,-2.148437500e-2,5.992187500e-2,
2.459687500e+2,-7.981250000e-2,-1.898437500e-2,2.992187500e-2,
2.417812500e+2,-7.615625000e-2,-2.343750000e-4,3.906250000e-2,
2.422656250e+2,-8.796875000e-2,-9.921875000e-3,6.000000000e-2,
2.500312500e+2,-8.409375000e-2,2.007812500e-2,4.015625000e-2,
2.438437500e+2,-7.990625000e-2,1.046875000e-2,4.968750000e-2,
2.440000000e+2,-8.412500000e-2,9.609375000e-3,6.039062500e-2,
2.419218750e+2,-7.968750000e-2,1.007812500e-2,4.023437500e-2,
2.380156250e+2,-8.478125000e-2,1.023437500e-2,4.960937500e-2,
2.381406250e+2,-7.243750000e-2,1.000000000e-2,3.992187500e-2,
2.440312500e+2,-7.953125000e-2,9.609375000e-3,2.992187500e-2,
2.398750000e+2,-8.440625000e-2,-1.007812500e-2,4.039062500e-2,
2.400468750e+2,-7.603125000e-2,1.015625000e-2,4.968750000e-2,
2.439375000e+2,-9.196875000e-2,1.007812500e-2,2.968750000e-2,
2.439218750e+2,-8.012500000e-2,1.000000000e-2,1.992187500e-2,
2.340625000e+2,-8.400000000e-2,1.007812500e-2,2.000000000e-2,
2.397343750e+2,-7.603125000e-2,1.054687500e-2,3.015625000e-2,
2.400312500e+2,-8.393750000e-2,3.000000000e-2,4.984375000e-2,
2.437500000e+2,-7.996875000e-2,9.531250000e-3,6.000000000e-2,
2.460156250e+2,-8.350000000e-2,2.195312500e-2,4.976562500e-2,
2.422343750e+2,-8.781250000e-2,4.000000000e-2,5.054687500e-2,
2.379062500e+2,-6.334375000e-2,2.992187500e-2,5.976562500e-2,
2.459062500e+2,-6.856250000e-2,4.007812500e-2,3.937500000e-2,
2.440781250e+2,-7.656250000e-2,5.007812500e-2,4.007812500e-2,
2.400000000e+2,-8.403125000e-2,6.007812500e-2,4.000000000e-2,
2.436718750e+2,-7.975000000e-2,7.015625000e-2,3.984375000e-2,
2.482812500e+2,-7.528125000e-2,8.046875000e-2,3.015625000e-2,
2.416875000e+2,-6.409375000e-2,9.023437500e-2,6.015625000e-2,
2.535937500e+2,-8.037500000e-2,1.001562500e-1,5.992187500e-2,
2.448593750e+2,-7.962500000e-2,8.898437500e-2,5.960937500e-2,
2.398125000e+2,-6.793750000e-2,9.125000000e-2,5.085937500e-2,
2.437500000e+2,-7.631250000e-2,1.309375000e-1,6.914062500e-2,
2.441562500e+2,-7.593750000e-2,1.300781250e-1,1.828125000e-2,
2.420156250e+2,-6.743750000e-2,1.500781250e-1,2.109375000e-2,
2.437812500e+2,-6.431250000e-2,1.500000000e-1,4.031250000e-2,
2.460156250e+2,-7.596875000e-2,1.600781250e-1,4.000000000e-2,
2.440937500e+2,-6.390625000e-2,1.800000000e-1,5.054687500e-2,
2.422187500e+2,-7.984375000e-2,2.096093750e-1,5.000000000e-2,
2.396875000e+2,-8.821875000e-2,2.083593750e-1,3.000000000e-2,
2.478750000e+2,-8.031250000e-2,2.586718750e-1,5.000000000e-2,
2.459218750e+2,-8.046875000e-2,2.471093750e-1,5.007812500e-2,
2.474843750e+2,-7.025000000e-2,3.057031250e-1,2.000000000e-2,
2.399218750e+2,-6.409375000e-2,2.907812500e-1,4.062500000e-2,
2.463437500e+2,-7.625000000e-2,3.247656250e-1,3.000000000e-2,
2.417343750e+2,-7.584375000e-2,3.694531250e-1,3.000000000e-2,
2.440156250e+2,-6.790625000e-2,3.597656250e-1,4.007812500e-2,
2.396718750e+2,-6.809375000e-2,3.884375000e-1,4.984375000e-2,
2.402500000e+2,-7.200000000e-2,4.300000000e-1,5.000000000e-2,
2.439687500e+2,-6.396875000e-2,4.500000000e-1,5.000000000e-2,
2.398750000e+2,-6.803125000e-2,4.708593750e-1,4.992187500e-2,
2.401250000e+2,-6.809375000e-2,5.002343750e-1,5.000000000e-2,
2.442343750e+2,-7.625000000e-2,5.302343750e-1,4.000000000e-2,
2.478281250e+2,-8.018750000e-2,5.600000000e-1,3.007812500e-2,
2.417500000e+2,-7.953125000e-2,5.796875000e-1,2.984375000e-2,
2.444687500e+2,-7.171875000e-2,6.300000000e-1,4.945312500e-2,
2.478437500e+2,-8.128125000e-2,6.699218750e-1,6.031250000e-2,
2.415156250e+2,-9.187500000e-2,7.128906250e-1,1.031250000e-2,
2.377500000e+2,-8.390625000e-2,7.623437500e-1,3.875000000e-2,
2.362656250e+2,-9.256250000e-2,8.139062500e-1,5.015625000e-2,
2.422187500e+2,-9.615625000e-2,8.824218750e-1,4.031250000e-2,
2.422343750e+2,-9.131250000e-2,9.252343750e-1,2.968750000e-2,
2.435000000e+2,-8.081250000e-2,1.018203125e+0,4.976562500e-2,
2.384218750e+2,-1.000000000e-1,1.093906250e+0,4.968750000e-2,
2.481406250e+2,-8.375000000e-2,1.141953125e+0,3.984375000e-2,
2.443125000e+2,-1.014062500e-1,1.203281250e+0,4.023437500e-2,
2.519375000e+2,-1.037187500e-1,1.283671875e+0,3.984375000e-2,
2.435781250e+2,-9.984375000e-2,1.353437500e+0,3.000000000e-2,
2.460000000e+2,-1.050000000e-1,1.443125000e+0,4.000000000e-2,
2.419218750e+2,-1.216562500e-1,1.513359375e+0,3.976562500e-2,
2.464062500e+2,-1.361562500e-1,1.582031250e+0,5.945312500e-2,
2.478906250e+2,-1.364687500e-1,1.620000000e+0,5.179687500e-2,
2.460156250e+2,-1.522812500e-1,1.694921875e+0,3.007812500e-2,
2.480625000e+2,-1.520000000e-1,1.757890625e+0,4.812500000e-2,
2.458437500e+2,-1.554375000e-1,1.790703125e+0,6.007812500e-2,
2.440781250e+2,-1.670000000e-1,1.866796875e+0,5.179687500e-2,
2.454531250e+2,-1.759375000e-1,1.908437500e+0,4.000000000e-2,
2.519687500e+2,-1.877187500e-1,1.947812500e+0,5.000000000e-2,
2.464375000e+2,-1.954062500e-1,1.990000000e+0,5.007812500e-2,
2.456562500e+2,-2.158437500e-1,2.010156250e+0,5.992187500e-2,
2.482187500e+2,-2.120625000e-1,2.040312500e+0,4.039062500e-2,
2.441250000e+2,-2.197187500e-1,2.029843750e+0,4.007812500e-2,
2.475937500e+2,-2.201250000e-1,2.040000000e+0,6.007812500e-2,
2.516718750e+2,-2.266562500e-1,2.040468750e+0,3.929687500e-2,
2.560468750e+2,-2.440312500e-1,2.070546875e+0,4.070312500e-2,
2.520156250e+2,-2.280312500e-1,2.048437500e+0,7.968750000e-2,
2.539843750e+2,-2.352500000e-1,2.009687500e+0,2.867187500e-2,
2.500312500e+2,-2.479375000e-1,2.011875000e+0,5.101562500e-2,
2.518437500e+2,-2.483750000e-1,2.027734375e+0,5.945312500e-2,
2.540625000e+2,-2.720937500e-1,1.957578125e+0,3.890625000e-2,
2.519218750e+2,-2.678125000e-1,1.949453125e+0,3.062500000e-2,
2.559687500e+2,-2.640937500e-1,1.927187500e+0,6.195312500e-2,
2.521093750e+2,-2.760312500e-1,1.896640625e+0,6.750000000e-2,
2.520156250e+2,-2.719375000e-1,1.858437500e+0,2.968750000e-2,
2.499531250e+2,-2.763437500e-1,1.822500000e+0,5.140625000e-2,
2.557812500e+2,-2.842187500e-1,1.747578125e+0,4.914062500e-2,
2.559843750e+2,-2.838437500e-1,1.770703125e+0,3.906250000e-2,
2.519531250e+2,-2.795000000e-1,1.724765625e+0,3.054687500e-2,
2.559531250e+2,-2.763750000e-1,1.637187500e+0,3.960937500e-2,
2.540156250e+2,-2.836875000e-1,1.608125000e+0,3.031250000e-2,
2.577656250e+2,-2.672812500e-1,1.577734375e+0,6.101562500e-2,
2.565468750e+2,-2.599375000e-1,1.537734375e+0,6.976562500e-2,
2.500781250e+2,-2.560937500e-1,1.487265625e+0,5.000000000e-2,
2.519687500e+2,-2.360000000e-1,1.438437500e+0,5.976562500e-2,
2.482812500e+2,-2.361875000e-1,1.420156250e+0,5.031250000e-2,
2.476406250e+2,-2.174687500e-1,1.401015625e+0,2.000000000e-2,
2.538906250e+2,-1.890312500e-1,1.373125000e+0,2.000000000e-2,
2.536406250e+2,-1.802500000e-1,1.349140625e+0,3.992187500e-2,
2.579375000e+2,-1.651562500e-1,1.355078125e+0,3.960937500e-2,
2.454531250e+2,-1.224375000e-1,1.312500000e+0,5.000000000e-2,
2.462812500e+2,-1.131562500e-1,1.309843750e+0,4.007812500e-2,
2.541875000e+2,-8.578125000e-2,1.350078125e+0,4.945312500e-2,
2.517968750e+2,-7.690625000e-2,1.319765625e+0,5.023437500e-2,
2.481250000e+2,-5.031250000e-2,1.300000000e+0,4.890625000e-2,
2.540937500e+2,-2.878125000e-2,1.310156250e+0,7.023437500e-2,
2.496093750e+2,-1.193750000e-2,1.329765625e+0,4.031250000e-2,
2.460468750e+2,-8.562500000e-3,1.330078125e+0,4.960937500e-2,
2.501875000e+2,1.150000000e-2,1.330000000e+0,6.000000000e-2,
