CH1,CH2,CH3,CH4,Ts
3.480000000e+2,3.002187500e-1,3.195312500e-1,5.992187500e-2,
3.441250000e+2,2.959375000e-1,2.891406250e-1,5.000000000e-2,
3.457656250e+2,3.040312500e-1,2.903906250e-1,4.984375000e-2,
3.462656250e+2,3.039375000e-1,3.005468750e-1,3.976562500e-2,
3.363437500e+2,3.080000000e-1,3.100781250e-1,4.031250000e-2,
3.338593750e+2,3.081250000e-1,2.989843750e-1,3.953125000e-2,
3.400000000e+2,3.118437500e-1,2.700000000e-1,3.085937500e-2,
3.379843750e+2,3.037500000e-1,3.004687500e-1,7.054687500e-2,
3.419218750e+2,2.993437500e-1,3.096875000e-1,4.945312500e-2,
3.400312500e+2,2.840937500e-1,2.899218750e-1,3.007812500e-2,
3.437187500e+2,3.053125000e-1,2.992968750e-1,5.007812500e-2,
3.479843750e+2,3.160937500e-1,2.701562500e-1,5.015625000e-2,
3.476875000e+2,3.159062500e-1,2.894531250e-1,9.000000000e-2,
3.487343750e+2,3.120000000e-1,2.599218750e-1,5.953125000e-2,
3.340625000e+2,3.073437500e-1,2.903906250e-1,8.148437500e-2,
3.472187500e+2,2.877187500e-1,2.691406250e-1,7.882812500e-2,
3.408593750e+2,2.962187500e-1,2.803125000e-1,4.906250000e-2,
3.356093750e+2,3.083437500e-1,2.899218750e-1,5.062500000e-2,
3.453437500e+2,3.078125000e-1,2.800781250e-1,5.976562500e-2,
3.483437500e+2,3.042812500e-1,2.903906250e-1,3.875000000e-2,
3.383593750e+2,3.160000000e-1,3.100000000e-1,2.054687500e-2,
3.377500000e+2,3.040625000e-1,2.803906250e-1,5.000000000e-2,
3.435000000e+2,3.077812500e-1,2.889843750e-1,2.992187500e-2,
3.482031250e+2,3.045937500e-1,2.912500000e-1,4.000000000e-2,
3.434062500e+2,2.974062500e-1,2.707812500e-1,6.000000000e-2,
3.514375000e+2,2.929687500e-1,2.782812500e-1,3.046875000e-2,
3.350156250e+2,3.161562500e-1,2.803906250e-1,3.054687500e-2,
3.459375000e+2,3.035312500e-1,2.712500000e-1,4.984375000e-2,
3.447031250e+2,3.002187500e-1,2.596093750e-1,7.000000000e-2,
3.336562500e+2,3.079687500e-1,2.799218750e-1,3.984375000e-2,
3.384375000e+2,2.958750000e-1,2.696093750e-1,3.929687500e-2,
3.398906250e+2,2.960000000e-1,3.000000000e-1,6.031250000e-2,
3.401875000e+2,2.960625000e-1,2.696093750e-1,3.031250000e-2,
3.462187500e+2,3.040312500e-1,2.598437500e-1,3.984375000e-2,
3.455781250e+2,3.080625000e-1,2.500000000e-1,4.000000000e-2,
3.378906250e+2,3.078750000e-1,2.700781250e-1,5.000000000e-2,
3.402500000e+2,3.040312500e-1,2.700000000e-1,5.000000000e-2,
3.374375000e+2,3.082187500e-1,2.999218750e-1,4.101562500e-2,
3.347343750e+2,3.079062500e-1,2.900000000e-1,9.609375000e-3,
3.483281250e+2,3.079062500e-1,2.802343750e-1,5.976562500e-2,
3.416093750e+2,3.035000000e-1,3.097656250e-1,3.062500000e-2,
3.464843750e+2,3.046875000e-1,2.683593750e-1,2.914062500e-2,
3.454531250e+2,3.155625000e-1,2.716406250e-1,4.968750000e-2,
3.379531250e+2,2.998437500e-1,2.896093750e-1,5.007812500e-2,
3.421562500e+2,3.080312500e-1,2.696875000e-1,5.007812500e-2,
3.400312500e+2,2.999375000e-1,2.800781250e-1,4.984375000e-2,
3.442812500e+2,3.130312500e-1,2.700781250e-1,5.984375000e-2,
3.438125000e+2,3.110937500e-1,2.908593750e-1,3.968750000e-2,
3.417031250e+2,2.955312500e-1,2.892968750e-1,5.132812500e-2,
3.376093750e+2,3.053125000e-1,2.806250000e-1,7.015625000e-2,
3.386250000e+2,3.112187500e-1,2.999218750e-1,6.976562500e-2,
3.439218750e+2,3.000000000e-1,2.793750000e-1,5.015625000e-2,
3.376718750e+2,3.128437500e-1,2.907812500e-1,3.000000000e-2,
3.382187500e+2,3.115937500e-1,2.996093750e-1,3.976562500e-2,
3.422968750e+2,3.122187500e-1,2.700781250e-1,3.945312500e-2,
3.458593750e+2,3.160000000e-1,2.884375000e-1,5.039062500e-2,
3.397500000e+2,3.120000000e-1,2.996875000e-1,3.906250000e-2,
3.401406250e+2,3.117500000e-1,3.012500000e-1,6.882812500e-2,
3.419375000e+2,3.129062500e-1,2.899218750e-1,5.312500000e-2,
3.436406250e+2,3.039062500e-1,2.907031250e-1,3.992187500e-2,
3.495625000e+2,3.158750000e-1,2.698437500e-1,4.000000000e-2,
3.506718750e+2,3.044375000e-1,2.998437500e-1,4.000000000e-2,
3.368281250e+2,3.037187500e-1,3.000000000e-1,4.000000000e-2,
3.356093750e+2,3.160937500e-1,3.099218750e-1,4.023437500e-2,
3.379687500e+2,3.079062500e-1,3.000781250e-1,3.000000000e-2,
3.396250000e+2,3.199375000e-1,3.097656250e-1,5.039062500e-2,
3.456406250e+2,3.050312500e-1,2.796875000e-1,3.937500000e-2,
3.463281250e+2,3.036875000e-1,3.014062500e-1,2.015625000e-2,
3.418750000e+2,3.080312500e-1,3.195312500e-1,5.054687500e-2,
3.519062500e+2,2.957500000e-1,2.896093750e-1,4.976562500e-2,
3.460625000e+2,3.160625000e-1,2.912500000e-1,4.968750000e-2,
3.460000000e+2,3.120937500e-1,3.101562500e-1,4.046875000e-2,
3.421562500e+2,3.239687500e-1,2.996875000e-1,4.937500000e-2,
3.418125000e+2,3.038125000e-1,3.111718750e-1,1.906250000e-2,
3.441718750e+2,3.081250000e-1,3.203906250e-1,3.140625000e-2,
3.361250000e+2,3.120000000e-1,3.193750000e-1,3.890625000e-2,
3.398281250e+2,3.119687500e-1,3.087500000e-1,1.968750000e-2,
3.418593750e+2,3.161875000e-1,2.992187500e-1,3.132812500e-2,
3.498125000e+2,3.201250000e-1,3.137500000e-1,3.984375000e-2,
3.479687500e+2,3.198125000e-1,3.505468750e-1,4.062500000e-2,
3.420625000e+2,3.157812500e-1,3.288281250e-1,4.968750000e-2,
3.420312500e+2,3.161562500e-1,3.304687500e-1,4.007812500e-2,
3.380625000e+2,3.155937500e-1,3.417187500e-1,4.992187500e-2,
3.399375000e+2,3.078437500e-1,3.360937500e-1,2.921875000e-2,
3.414843750e+2,3.122812500e-1,2.710156250e-1,3.023437500e-2,
3.498593750e+2,3.199687500e-1,3.523437500e-1,5.992187500e-2,
3.442656250e+2,3.160000000e-1,3.184375000e-1,5.015625000e-2,
3.401406250e+2,3.159062500e-1,3.200000000e-1,4.015625000e-2,
3.395312500e+2,3.161250000e-1,3.095312500e-1,3.000000000e-2,
3.497187500e+2,3.088125000e-1,3.383593750e-1,5.000000000e-2,
3.464218750e+2,3.033125000e-1,3.261718750e-1,4.031250000e-2,
3.439375000e+2,3.150937500e-1,3.181250000e-1,1.843750000e-2,
3.377500000e+2,3.124687500e-1,3.698437500e-1,5.984375000e-2,
3.381718750e+2,3.115937500e-1,3.300000000e-1,4.031250000e-2,
3.441875000e+2,3.193437500e-1,3.702343750e-1,5.953125000e-2,
3.438750000e+2,3.240625000e-1,3.599218750e-1,4.054687500e-2,
3.422187500e+2,3.202187500e-1,3.600000000e-1,3.898437500e-2,
3.500781250e+2,3.199375000e-1,3.600000000e-1,6.898437500e-2,
3.435312500e+2,3.200000000e-1,3.599218750e-1,8.046875000e-2,
3.400781250e+2,3.162187500e-1,3.600781250e-1,4.039062500e-2,
3.417812500e+2,3.158125000e-1,3.600000000e-1,3.992187500e-2,
3.381562500e+2,3.200625000e-1,3.799218750e-1,4.992187500e-2,
3.500937500e+2,3.079687500e-1,3.699218750e-1,5.976562500e-2,
3.438750000e+2,3.199375000e-1,3.699218750e-1,5.109375000e-2,
3.460000000e+2,3.159687500e-1,3.597656250e-1,1.984375000e-2,
3.440000000e+2,3.240000000e-1,3.496875000e-1,5.875000000e-2,
3.420000000e+2,3.160000000e-1,3.803125000e-1,7.007812500e-2,
3.399843750e+2,3.200625000e-1,3.588281250e-1,6.007812500e-2,
3.400000000e+2,3.080000000e-1,3.402343750e-1,5.007812500e-2,
3.400156250e+2,3.240937500e-1,3.709375000e-1,3.000000000e-2,
3.400000000e+2,3.199062500e-1,3.800000000e-1,6.984375000e-2,
3.440937500e+2,3.199687500e-1,3.500000000e-1,4.078125000e-2,
3.539843750e+2,3.160000000e-1,4.000000000e-1,4.007812500e-2,
3.439375000e+2,3.242187500e-1,3.599218750e-1,2.000000000e-2,
3.439375000e+2,3.279375000e-1,4.100000000e-1,4.882812500e-2,
3.401406250e+2,3.240000000e-1,3.701562500e-1,6.078125000e-2,
3.360000000e+2,3.278750000e-1,3.702343750e-1,2.015625000e-2,
3.378437500e+2,3.246250000e-1,3.899218750e-1,4.984375000e-2,
3.420000000e+2,3.081562500e-1,3.796093750e-1,4.968750000e-2,
3.400000000e+2,3.157500000e-1,3.691406250e-1,3.984375000e-2,
3.420000000e+2,3.203750000e-1,4.187500000e-1,6.007812500e-2,
3.420312500e+2,3.117812500e-1,4.021875000e-1,3.054687500e-2,
3.460000000e+2,3.236875000e-1,4.057031250e-1,4.835937500e-2,
3.420781250e+2,3.136875000e-1,4.318750000e-1,7.062500000e-2,
3.339843750e+2,3.105937500e-1,4.024218750e-1,3.296875000e-2,
3.380000000e+2,3.199062500e-1,4.094531250e-1,2.992187500e-2,
3.400156250e+2,3.240312500e-1,3.999218750e-1,4.898437500e-2,
3.400000000e+2,3.200625000e-1,4.109375000e-1,6.046875000e-2,
3.439843750e+2,3.200000000e-1,3.803906250e-1,4.023437500e-2,
3.419687500e+2,3.198437500e-1,4.078906250e-1,3.968750000e-2,
3.460000000e+2,3.280000000e-1,4.104687500e-1,4.968750000e-2,
3.401562500e+2,3.158437500e-1,4.102343750e-1,6.007812500e-2,
3.398125000e+2,3.119687500e-1,3.996875000e-1,5.000000000e-2,
3.420156250e+2,3.239375000e-1,4.100000000e-1,5.984375000e-2,
3.400781250e+2,3.279687500e-1,3.903906250e-1,6.968750000e-2,
3.417968750e+2,3.280000000e-1,3.897656250e-1,7.046875000e-2,
3.458593750e+2,3.319687500e-1,4.100000000e-1,4.984375000e-2,
3.461562500e+2,3.280312500e-1,4.297656250e-1,7.976562500e-2,
3.400156250e+2,3.319687500e-1,3.995312500e-1,7.031250000e-2,
3.420312500e+2,3.198437500e-1,4.103906250e-1,4.984375000e-2,
3.359843750e+2,3.199687500e-1,4.099218750e-1,4.000000000e-2,
3.439375000e+2,3.202500000e-1,4.100781250e-1,6.023437500e-2,
3.439687500e+2,3.358437500e-1,4.099218750e-1,5.992187500e-2,
3.440000000e+2,3.156562500e-1,4.300781250e-1,6.984375000e-2,
3.460156250e+2,3.253125000e-1,4.400000000e-1,5.093750000e-2,
3.380468750e+2,3.359062500e-1,4.398437500e-1,1.992187500e-2,
3.419531250e+2,3.276250000e-1,4.299218750e-1,4.953125000e-2,
3.381093750e+2,3.282500000e-1,4.301562500e-1,4.992187500e-2,
3.416562500e+2,3.228750000e-1,4.398437500e-1,5.007812500e-2,
3.460468750e+2,3.041562500e-1,4.304687500e-1,2.992187500e-2,
3.401250000e+2,3.242500000e-1,4.600000000e-1,5.992187500e-2,
3.379375000e+2,3.198437500e-1,4.401562500e-1,4.007812500e-2,
3.382031250e+2,3.241875000e-1,4.404687500e-1,5.984375000e-2,
3.377187500e+2,3.198750000e-1,4.199218750e-1,5.023437500e-2,
3.518125000e+2,3.158125000e-1,4.470312500e-1,5.929687500e-2,
3.463281250e+2,3.279062500e-1,4.511718750e-1,5.226562500e-2,
3.422187500e+2,3.237812500e-1,4.421093750e-1,2.890625000e-2,
3.360000000e+2,3.352500000e-1,4.300781250e-1,5.851562500e-2,
3.360000000e+2,3.284687500e-1,4.396875000e-1,4.984375000e-2,
3.359687500e+2,3.196562500e-1,4.499218750e-1,6.023437500e-2,
3.419843750e+2,3.319375000e-1,4.500000000e-1,4.984375000e-2,
3.400000000e+2,3.240000000e-1,4.700781250e-1,5.039062500e-2,
3.400468750e+2,3.277500000e-1,4.701562500e-1,5.992187500e-2,
3.378906250e+2,3.280937500e-1,4.499218750e-1,3.000000000e-2,
3.479531250e+2,3.203125000e-1,4.500000000e-1,4.078125000e-2,
3.440156250e+2,3.194062500e-1,4.504687500e-1,6.000000000e-2,
3.419687500e+2,3.320937500e-1,4.800781250e-1,5.000000000e-2,
3.419843750e+2,3.200000000e-1,4.591406250e-1,6.000000000e-2,
3.378906250e+2,3.318125000e-1,4.710937500e-1,5.992187500e-2,
3.338593750e+2,3.240625000e-1,4.690625000e-1,6.031250000e-2,
3.363750000e+2,3.319687500e-1,4.603125000e-1,6.921875000e-2,
3.459375000e+2,3.240000000e-1,4.701562500e-1,3.921875000e-2,
3.379218750e+2,3.279687500e-1,4.709375000e-1,4.000000000e-2,
3.465781250e+2,3.198437500e-1,4.788281250e-1,2.945312500e-2,
3.477343750e+2,3.197187500e-1,4.492187500e-1,2.945312500e-2,
3.417187500e+2,3.126562500e-1,4.729687500e-1,3.132812500e-2,
3.400781250e+2,3.365937500e-1,4.895312500e-1,6.031250000e-2,
3.420625000e+2,3.272187500e-1,4.802343750e-1,3.867187500e-2,
3.419375000e+2,3.328125000e-1,4.769531250e-1,4.179687500e-2,
3.420312500e+2,3.397187500e-1,4.635937500e-1,6.960937500e-2,
3.439375000e+2,3.160000000e-1,5.097656250e-1,3.945312500e-2,
3.399843750e+2,3.123125000e-1,4.693750000e-1,4.984375000e-2,
3.440937500e+2,3.320625000e-1,4.898437500e-1,3.000000000e-2,
3.419375000e+2,3.236875000e-1,4.600781250e-1,5.000000000e-2,
3.401875000e+2,3.242500000e-1,5.006250000e-1,3.000000000e-2,
3.460468750e+2,3.399687500e-1,5.000000000e-1,5.000000000e-2,
3.374375000e+2,3.321250000e-1,5.000000000e-1,3.015625000e-2,
3.321406250e+2,3.279687500e-1,5.006250000e-1,3.953125000e-2,
3.419531250e+2,3.313750000e-1,4.714843750e-1,6.031250000e-2,
3.440468750e+2,3.340937500e-1,4.756250000e-1,3.062500000e-2,
3.480000000e+2,3.120625000e-1,5.101562500e-1,3.882812500e-2,
3.437812500e+2,3.306250000e-1,4.900000000e-1,5.007812500e-2,
3.400468750e+2,3.324375000e-1,5.005468750e-1,6.000000000e-2,
3.439531250e+2,3.238437500e-1,5.099218750e-1,4.960937500e-2,
3.358750000e+2,3.320000000e-1,4.999218750e-1,5.062500000e-2,
3.339531250e+2,3.240625000e-1,4.901562500e-1,5.976562500e-2,
3.420468750e+2,3.278750000e-1,4.801562500e-1,2.976562500e-2,
3.440468750e+2,3.320312500e-1,5.095312500e-1,5.031250000e-2,
3.421250000e+2,3.322187500e-1,5.196093750e-1,7.000000000e-2,
3.400156250e+2,3.239062500e-1,4.996093750e-1,6.000000000e-2,
3.417968750e+2,3.360312500e-1,5.105468750e-1,5.929687500e-2,
3.458906250e+2,3.283437500e-1,5.203125000e-1,2.976562500e-2,
3.441875000e+2,3.280312500e-1,5.095312500e-1,5.070312500e-2,
3.381250000e+2,3.324687500e-1,4.800000000e-1,4.992187500e-2,
3.359843750e+2,3.396875000e-1,5.102343750e-1,4.945312500e-2,
3.379218750e+2,3.230625000e-1,5.199218750e-1,4.046875000e-2,
3.399531250e+2,3.243750000e-1,5.200000000e-1,5.976562500e-2,
3.418437500e+2,3.275937500e-1,5.197656250e-1,1.984375000e-2,
3.459218750e+2,3.244062500e-1,5.103125000e-1,5.039062500e-2,
3.458906250e+2,3.403750000e-1,5.300781250e-1,6.015625000e-2,
3.480781250e+2,3.398437500e-1,5.191406250e-1,7.031250000e-2,
3.442187500e+2,3.360000000e-1,5.090625000e-1,1.976562500e-2,
3.438906250e+2,3.359375000e-1,4.896875000e-1,6.203125000e-2,
3.458125000e+2,3.361875000e-1,5.009375000e-1,5.890625000e-2,
3.479375000e+2,3.440312500e-1,5.202343750e-1,5.054687500e-2,
3.463906250e+2,3.395312500e-1,5.196093750e-1,5.914062500e-2,
3.418750000e+2,3.360937500e-1,4.998437500e-1,1.796875000e-2,
3.478437500e+2,3.398437500e-1,5.302343750e-1,3.156250000e-2,
3.460625000e+2,3.276875000e-1,5.200000000e-1,7.023437500e-2,
3.480156250e+2,3.279062500e-1,5.100781250e-1,6.000000000e-2,
3.442031250e+2,3.357500000e-1,5.092187500e-1,6.984375000e-2,
3.421875000e+2,3.362500000e-1,5.212500000e-1,2.000000000e-2,
3.378437500e+2,3.323750000e-1,4.975781250e-1,2.992187500e-2,
3.420156250e+2,3.290625000e-1,5.467187500e-1,3.000000000e-2,
3.380156250e+2,3.240000000e-1,5.146093750e-1,4.023437500e-2,
3.419843750e+2,3.279687500e-1,4.791406250e-1,3.992187500e-2,
3.380625000e+2,3.240312500e-1,5.091406250e-1,5.000000000e-2,
3.418593750e+2,3.320937500e-1,5.200781250e-1,3.992187500e-2,
3.382031250e+2,3.320000000e-1,5.200000000e-1,3.960937500e-2,
3.438593750e+2,3.360000000e-1,5.200000000e-1,5.031250000e-2,
3.381406250e+2,3.317812500e-1,5.299218750e-1,3.000000000e-2,
3.460000000e+2,3.280312500e-1,5.095312500e-1,4.984375000e-2,
3.376562500e+2,3.400937500e-1,5.100000000e-1,4.007812500e-2,
3.401718750e+2,3.316250000e-1,5.199218750e-1,5.000000000e-2,
3.397500000e+2,3.325312500e-1,5.000000000e-1,5.007812500e-2,
3.381093750e+2,3.399375000e-1,5.199218750e-1,4.968750000e-2,
3.422656250e+2,3.311875000e-1,5.200000000e-1,6.007812500e-2,
3.441406250e+2,3.326250000e-1,5.099218750e-1,4.007812500e-2,
3.460312500e+2,3.401250000e-1,5.104687500e-1,3.984375000e-2,
3.437656250e+2,3.356875000e-1,5.202343750e-1,4.023437500e-2,
3.397656250e+2,3.318437500e-1,5.196093750e-1,3.015625000e-2,
3.405156250e+2,3.321875000e-1,5.092187500e-1,2.992187500e-2,
3.460000000e+2,3.405312500e-1,5.000781250e-1,3.906250000e-2,
3.417500000e+2,3.477187500e-1,5.103906250e-1,6.015625000e-2,
3.419375000e+2,3.398750000e-1,5.100000000e-1,4.015625000e-2,
3.400156250e+2,3.439062500e-1,5.097656250e-1,7.046875000e-2,
3.419843750e+2,3.355625000e-1,4.996875000e-1,5.906250000e-2,
3.398437500e+2,3.359687500e-1,5.003125000e-1,6.000000000e-2,
3.400312500e+2,3.363125000e-1,5.104687500e-1,6.000000000e-2,
3.426250000e+2,3.397500000e-1,5.201562500e-1,6.007812500e-2,
3.503125000e+2,3.266875000e-1,5.199218750e-1,5.007812500e-2,
3.472968750e+2,3.206875000e-1,5.095312500e-1,5.945312500e-2,
3.400156250e+2,3.365000000e-1,4.899218750e-1,6.140625000e-2,
3.440625000e+2,3.358750000e-1,5.091406250e-1,4.000000000e-2,
3.397656250e+2,3.399687500e-1,5.099218750e-1,5.046875000e-2,
3.399843750e+2,3.445625000e-1,5.118750000e-1,3.039062500e-2,
3.397187500e+2,3.280937500e-1,4.914843750e-1,4.078125000e-2,
3.441718750e+2,3.398750000e-1,4.905468750e-1,1.984375000e-2,
3.381093750e+2,3.399375000e-1,4.700781250e-1,4.000000000e-2,
3.418281250e+2,3.479375000e-1,4.899218750e-1,3.992187500e-2,
3.399843750e+2,3.400625000e-1,4.800000000e-1,5.000000000e-2,
3.437968750e+2,3.439062500e-1,4.908593750e-1,5.023437500e-2,
3.420781250e+2,3.400625000e-1,5.199218750e-1,2.992187500e-2,
3.422812500e+2,3.438437500e-1,4.794531250e-1,3.046875000e-2,
3.361406250e+2,3.439687500e-1,4.803906250e-1,5.007812500e-2,
3.380781250e+2,3.441250000e-1,5.006250000e-1,5.007812500e-2,
3.339531250e+2,3.360312500e-1,4.989062500e-1,5.984375000e-2,
3.418750000e+2,3.357500000e-1,4.699218750e-1,5.031250000e-2,
3.399843750e+2,3.399375000e-1,4.903906250e-1,5.914062500e-2,
3.458281250e+2,3.361562500e-1,4.802343750e-1,1.960937500e-2,
3.442031250e+2,3.480000000e-1,4.890625000e-1,4.015625000e-2,
3.417968750e+2,3.358750000e-1,4.600000000e-1,1.953125000e-2,
3.478906250e+2,3.401562500e-1,4.934375000e-1,4.187500000e-2,
3.442343750e+2,3.439687500e-1,4.878906250e-1,4.765625000e-2,
3.418906250e+2,3.320312500e-1,4.698437500e-1,2.046875000e-2,
3.459218750e+2,3.481875000e-1,4.676562500e-1,5.031250000e-2,
3.460156250e+2,3.397812500e-1,4.520312500e-1,2.976562500e-2,
3.459843750e+2,3.439375000e-1,4.905468750e-1,6.187500000e-2,
3.439375000e+2,3.357187500e-1,4.696875000e-1,5.851562500e-2,
3.460937500e+2,3.403125000e-1,4.905468750e-1,3.882812500e-2,
3.362031250e+2,3.442812500e-1,4.792968750e-1,4.085937500e-2,
3.413593750e+2,3.479375000e-1,4.797656250e-1,5.992187500e-2,
3.481093750e+2,3.440000000e-1,4.698437500e-1,5.000000000e-2,
3.423593750e+2,3.440000000e-1,4.696093750e-1,6.992187500e-2,
3.399062500e+2,3.400000000e-1,4.601562500e-1,6.000000000e-2,
3.403125000e+2,3.558750000e-1,4.799218750e-1,5.031250000e-2,
3.356093750e+2,3.446250000e-1,4.707812500e-1,2.000000000e-2,
3.459687500e+2,3.400937500e-1,4.614062500e-1,4.000000000e-2,
3.381250000e+2,3.362187500e-1,4.479687500e-1,6.007812500e-2,
3.462343750e+2,3.391250000e-1,4.689062500e-1,5.015625000e-2,
3.436093750e+2,3.437812500e-1,4.604687500e-1,5.976562500e-2,
3.401093750e+2,3.407812500e-1,4.600781250e-1,6.054687500e-2,
3.460937500e+2,3.347500000e-1,4.298437500e-1,4.039062500e-2,
3.397187500e+2,3.594687500e-1,4.300000000e-1,4.953125000e-2,
3.361562500e+2,3.453750000e-1,4.398437500e-1,6.054687500e-2,
3.398906250e+2,3.400000000e-1,4.600000000e-1,4.054687500e-2,
3.362187500e+2,3.399062500e-1,4.408593750e-1,4.929687500e-2,
3.482812500e+2,3.444375000e-1,4.298437500e-1,7.046875000e-2,
3.477343750e+2,3.319687500e-1,4.500000000e-1,1.007812500e-2,
3.440000000e+2,3.478437500e-1,4.500000000e-1,3.976562500e-2,
3.460156250e+2,3.483437500e-1,4.401562500e-1,7.062500000e-2,
3.439062500e+2,3.399687500e-1,4.700000000e-1,3.046875000e-2,
3.420000000e+2,3.478125000e-1,4.399218750e-1,4.960937500e-2,
3.400000000e+2,3.442500000e-1,4.502343750e-1,5.015625000e-2,
3.359687500e+2,3.398750000e-1,4.096093750e-1,5.000000000e-2,
3.461250000e+2,3.559375000e-1,4.408593750e-1,4.007812500e-2,
3.459687500e+2,3.519375000e-1,4.287500000e-1,3.992187500e-2,
3.459218750e+2,3.520000000e-1,4.105468750e-1,5.000000000e-2,
3.420468750e+2,3.479062500e-1,4.400000000e-1,5.023437500e-2,
3.500781250e+2,3.440937500e-1,4.100000000e-1,3.054687500e-2,
3.498750000e+2,3.520625000e-1,4.505468750e-1,2.984375000e-2,
3.420000000e+2,3.478437500e-1,4.400781250e-1,5.000000000e-2,
3.479375000e+2,3.439375000e-1,4.199218750e-1,5.054687500e-2,
3.461562500e+2,3.439687500e-1,4.300781250e-1,2.046875000e-2,
3.400000000e+2,3.478437500e-1,3.896093750e-1,2.875000000e-2,
3.457968750e+2,3.483125000e-1,3.898437500e-1,6.000000000e-2,
3.460000000e+2,3.437187500e-1,4.299218750e-1,2.984375000e-2,
3.400000000e+2,3.598437500e-1,4.003125000e-1,4.984375000e-2,
3.460000000e+2,3.487500000e-1,4.186718750e-1,4.007812500e-2,
3.457812500e+2,3.436250000e-1,4.121093750e-1,4.976562500e-2,
3.360156250e+2,3.515937500e-1,3.908593750e-1,4.968750000e-2,
3.419062500e+2,3.525312500e-1,3.967968750e-1,6.015625000e-2,
3.439375000e+2,3.482187500e-1,4.109375000e-1,4.109375000e-2,
3.400000000e+2,3.480000000e-1,3.920312500e-1,4.000000000e-2,
3.479687500e+2,3.479687500e-1,3.803125000e-1,3.843750000e-2,
3.420000000e+2,3.560000000e-1,3.790625000e-1,7.078125000e-2,
3.420000000e+2,3.480625000e-1,3.902343750e-1,2.039062500e-2,
3.399687500e+2,3.480000000e-1,3.792187500e-1,4.851562500e-2,
3.438906250e+2,3.478437500e-1,4.085156250e-1,6.031250000e-2,
3.441250000e+2,3.559687500e-1,4.009375000e-1,3.992187500e-2,
3.399218750e+2,3.519687500e-1,3.893750000e-1,6.007812500e-2,
3.458593750e+2,3.600000000e-1,4.000000000e-1,3.992187500e-2,
3.459843750e+2,3.519375000e-1,3.900781250e-1,6.976562500e-2,
3.480000000e+2,3.560000000e-1,3.997656250e-1,5.015625000e-2,
3.441875000e+2,3.479687500e-1,3.900000000e-1,6.968750000e-2,
3.420000000e+2,3.520312500e-1,3.801562500e-1,6.000000000e-2,
3.439375000e+2,3.479687500e-1,4.001562500e-1,6.015625000e-2,
3.440781250e+2,3.480000000e-1,3.898437500e-1,4.000000000e-2,
3.380312500e+2,3.479687500e-1,3.897656250e-1,5.000000000e-2,
3.359531250e+2,3.480937500e-1,3.700000000e-1,3.976562500e-2,
3.420312500e+2,3.560937500e-1,3.899218750e-1,3.992187500e-2,
3.420000000e+2,3.518750000e-1,3.899218750e-1,5.945312500e-2,
3.440312500e+2,3.569687500e-1,3.699218750e-1,7.031250000e-2,
3.342031250e+2,3.678125000e-1,3.801562500e-1,4.031250000e-2,
3.357343750e+2,3.557500000e-1,3.800000000e-1,3.015625000e-2,
3.457187500e+2,3.600000000e-1,3.899218750e-1,3.031250000e-2,
3.444062500e+2,3.517812500e-1,3.799218750e-1,6.984375000e-2,
3.379062500e+2,3.517500000e-1,3.903906250e-1,7.007812500e-2,
3.459375000e+2,3.440312500e-1,3.900000000e-1,4.015625000e-2,
3.401718750e+2,3.563750000e-1,3.799218750e-1,4.992187500e-2,
3.378750000e+2,3.555625000e-1,3.809375000e-1,4.968750000e-2,
3.417812500e+2,3.479375000e-1,3.504687500e-1,7.976562500e-2,
3.479687500e+2,3.480312500e-1,3.685937500e-1,5.171875000e-2,
3.441562500e+2,3.439687500e-1,3.608593750e-1,4.039062500e-2,
3.438593750e+2,3.509062500e-1,3.750781250e-1,3.820312500e-2,
3.459843750e+2,3.604375000e-1,3.918750000e-1,6.093750000e-2,
3.460000000e+2,3.520312500e-1,3.704687500e-1,5.023437500e-2,
3.440156250e+2,3.561562500e-1,3.596093750e-1,9.015625000e-2,
3.420000000e+2,3.440312500e-1,3.800000000e-1,4.984375000e-2,
3.440156250e+2,3.519687500e-1,3.800000000e-1,8.070312500e-2,
3.380156250e+2,3.483125000e-1,3.800781250e-1,6.984375000e-2,
3.419531250e+2,3.439062500e-1,3.599218750e-1,5.000000000e-2,
3.419687500e+2,3.553125000e-1,3.599218750e-1,5.031250000e-2,
3.479843750e+2,3.645000000e-1,3.603125000e-1,5.992187500e-2,
3.441718750e+2,3.442500000e-1,3.691406250e-1,3.992187500e-2,
3.400312500e+2,3.516562500e-1,3.413281250e-1,4.000000000e-2,
3.439843750e+2,3.605625000e-1,3.909375000e-1,5.007812500e-2,
3.399375000e+2,3.441562500e-1,3.582031250e-1,3.929687500e-2,
3.463281250e+2,3.558125000e-1,3.721093750e-1,9.609375000e-3,
3.520312500e+2,3.560000000e-1,3.674218750e-1,3.148437500e-2,
3.455937500e+2,3.478750000e-1,3.527343750e-1,4.968750000e-2,
3.402812500e+2,3.484375000e-1,3.992968750e-1,4.023437500e-2,
3.480781250e+2,3.560000000e-1,3.486718750e-1,4.945312500e-2,
3.439062500e+2,3.518750000e-1,3.821875000e-1,2.960937500e-2,
3.481562500e+2,3.517500000e-1,3.678906250e-1,5.148437500e-2,
3.458125000e+2,3.436562500e-1,3.596875000e-1,7.000000000e-2,
3.439843750e+2,3.485312500e-1,3.609375000e-1,5.960937500e-2,
