CH1,CH3,CH4,Ts
-1.760156250e+2,-4.165937500e+0,-1.229843750e+1,
-1.790000000e+2,-4.040000000e+0,-1.240000000e+1,
-1.780000000e+2,-4.120312500e+0,-1.260000000e+1,
-1.770000000e+2,-4.079687500e+0,-1.239843750e+1,
-1.770000000e+2,-4.160000000e+0,-1.270000000e+1,
-1.710234375e+2,-4.159687500e+0,-1.230000000e+1,
-1.750234375e+2,-4.198437500e+0,-1.239296875e+1,
-1.769843750e+2,-4.240000000e+0,-1.250000000e+1,
-1.749843750e+2,-4.199687500e+0,-1.230078125e+1,
-1.760312500e+2,-4.160000000e+0,-1.250000000e+1,
-1.759531250e+2,-4.160000000e+0,-1.219921875e+1,
-1.730000000e+2,-4.119687500e+0,-1.240156250e+1,
-1.750000000e+2,-4.161250000e+0,-1.220078125e+1,
-1.740000000e+2,-4.237812500e+0,-1.219843750e+1,
-1.749921875e+2,-4.240000000e+0,-1.260000000e+1,
-1.760234375e+2,-4.160000000e+0,-1.210156250e+1,
-1.730000000e+2,-4.200000000e+0,-1.249921875e+1,
-1.759375000e+2,-4.160312500e+0,-1.230000000e+1,
-1.770156250e+2,-4.160000000e+0,-1.250000000e+1,
-1.749453125e+2,-4.157812500e+0,-1.210156250e+1,
-1.740312500e+2,-4.282187500e+0,-1.230156250e+1,
-1.759921875e+2,-4.040625000e+0,-1.220000000e+1,
-1.730078125e+2,-4.159375000e+0,-1.239765625e+1,
-1.760078125e+2,-4.200000000e+0,-1.250000000e+1,
-1.729765625e+2,-4.000000000e+0,-1.260000000e+1,
-1.740156250e+2,-4.199375000e+0,-1.250156250e+1,
-1.740000000e+2,-4.165000000e+0,-1.240234375e+1,
-1.759687500e+2,-4.160937500e+0,-1.220000000e+1,
-1.770078125e+2,-4.360000000e+0,-1.230078125e+1,
-1.750078125e+2,-4.119062500e+0,-1.200234375e+1,
-1.760156250e+2,-4.120937500e+0,-1.260468750e+1,
-1.739765625e+2,-4.120000000e+0,-1.250000000e+1,
-1.779921875e+2,-4.120000000e+0,-1.210000000e+1,
-1.739531250e+2,-4.159375000e+0,-1.219687500e+1,
-1.740000000e+2,-4.120000000e+0,-1.239921875e+1,
-1.740312500e+2,-4.079687500e+0,-1.230000000e+1,
-1.780000000e+2,-4.200000000e+0,-1.209609375e+1,
-1.740000000e+2,-4.078750000e+0,-1.189687500e+1,
-1.740156250e+2,-4.040312500e+0,-1.260000000e+1,
-1.780156250e+2,-4.077187500e+0,-1.239921875e+1,
-1.769921875e+2,-4.239687500e+0,-1.230000000e+1,
-1.760000000e+2,-4.160625000e+0,-1.229921875e+1,
-1.750000000e+2,-4.160312500e+0,-1.240000000e+1,
-1.740000000e+2,-4.079687500e+0,-1.240078125e+1,
-1.760078125e+2,-4.120312500e+0,-1.219843750e+1,
-1.760000000e+2,-4.160000000e+0,-1.260000000e+1,
-1.760156250e+2,-4.118437500e+0,-1.230312500e+1,
-1.730000000e+2,-4.200312500e+0,-1.249687500e+1,
-1.770156250e+2,-4.080312500e+0,-1.259921875e+1,
-1.749921875e+2,-4.162812500e+0,-1.239765625e+1,
-1.760000000e+2,-4.239062500e+0,-1.230000000e+1,
-1.740000000e+2,-4.119687500e+0,-1.250000000e+1,
-1.759687500e+2,-4.160000000e+0,-1.230000000e+1,
-1.760078125e+2,-4.160312500e+0,-1.240000000e+1,
-1.760000000e+2,-4.120000000e+0,-1.220468750e+1,
-1.760312500e+2,-4.120000000e+0,-1.200000000e+1,
-1.749843750e+2,-4.159687500e+0,-1.220156250e+1,
-1.769609375e+2,-4.080000000e+0,-1.240078125e+1,
-1.760859375e+2,-4.118125000e+0,-1.230000000e+1,
-1.740078125e+2,-4.202500000e+0,-1.230078125e+1,
-1.760078125e+2,-4.040312500e+0,-1.220000000e+1,
-1.750078125e+2,-4.120000000e+0,-1.230000000e+1,
-1.780000000e+2,-4.040312500e+0,-1.230078125e+1,
-1.749687500e+2,-4.159687500e+0,-1.230078125e+1,
-1.740078125e+2,-4.040000000e+0,-1.210000000e+1,
-1.760000000e+2,-4.199687500e+0,-1.230000000e+1,
-1.729765625e+2,-4.083437500e+0,-1.230156250e+1,
-1.779843750e+2,-4.120000000e+0,-1.220000000e+1,
-1.750078125e+2,-4.120312500e+0,-1.210546875e+1,
-1.759843750e+2,-4.159687500e+0,-1.260156250e+1,
-1.769765625e+2,-4.120000000e+0,-1.219843750e+1,
-1.780390625e+2,-4.160312500e+0,-1.220390625e+1,
-1.740000000e+2,-4.080625000e+0,-1.250000000e+1,
-1.770156250e+2,-4.000625000e+0,-1.220000000e+1,
-1.750000000e+2,-4.200000000e+0,-1.230312500e+1,
-1.770000000e+2,-4.198125000e+0,-1.239843750e+1,
-1.750000000e+2,-4.120937500e+0,-1.220000000e+1,
-1.769921875e+2,-4.200000000e+0,-1.250156250e+1,
-1.770000000e+2,-3.999375000e+0,-1.209296875e+1,
-1.750000000e+2,-4.154687500e+0,-1.189765625e+1,
-1.770000000e+2,-4.200937500e+0,-1.230000000e+1,
-1.760078125e+2,-4.119375000e+0,-1.230000000e+1,
-1.760000000e+2,-4.121250000e+0,-1.220000000e+1,
-1.760078125e+2,-4.200312500e+0,-1.230078125e+1,
-1.740546875e+2,-4.158750000e+0,-1.200078125e+1,
-1.720000000e+2,-4.079687500e+0,-1.239843750e+1,
-1.769843750e+2,-4.238750000e+0,-1.210000000e+1,
-1.760000000e+2,-4.158125000e+0,-1.230468750e+1,
-1.760156250e+2,-4.081875000e+0,-1.250078125e+1,
-1.770000000e+2,-4.240625000e+0,-1.240000000e+1,
-1.760078125e+2,-4.076562500e+0,-1.249843750e+1,
-1.760000000e+2,-4.041562500e+0,-1.230000000e+1,
-1.780000000e+2,-4.160000000e+0,-1.249843750e+1,
-1.760156250e+2,-4.079687500e+0,-1.229843750e+1,
-1.740000000e+2,-4.080937500e+0,-1.210000000e+1,
-1.759921875e+2,-4.160000000e+0,-1.240000000e+1,
-1.770156250e+2,-4.080000000e+0,-1.239843750e+1,
-1.759921875e+2,-4.122500000e+0,-1.200000000e+1,
-1.780000000e+2,-4.239687500e+0,-1.240000000e+1,
-1.759843750e+2,-4.204062500e+0,-1.230156250e+1,
-1.759843750e+2,-4.080000000e+0,-1.229921875e+1,
-1.740156250e+2,-4.121250000e+0,-1.210078125e+1,
-1.759843750e+2,-4.200000000e+0,-1.210468750e+1,
-1.730078125e+2,-4.120000000e+0,-1.260078125e+1,
-1.770078125e+2,-4.201250000e+0,-1.220078125e+1,
-1.750000000e+2,-4.164687500e+0,-1.250000000e+1,
-1.779921875e+2,-4.000000000e+0,-1.219765625e+1,
-1.760000000e+2,-4.200937500e+0,-1.220078125e+1,
-1.790000000e+2,-4.120000000e+0,-1.230234375e+1,
-1.760312500e+2,-4.201562500e+0,-1.239375000e+1,
-1.750000000e+2,-4.159062500e+0,-1.200000000e+1,
-1.750000000e+2,-4.200000000e+0,-1.240000000e+1,
-1.750156250e+2,-4.164062500e+0,-1.230000000e+1,
-1.760000000e+2,-4.040312500e+0,-1.240000000e+1,
-1.749921875e+2,-4.120312500e+0,-1.219921875e+1,
-1.750078125e+2,-4.080000000e+0,-1.220234375e+1,
-1.760078125e+2,-4.121875000e+0,-1.230078125e+1,
-1.740000000e+2,-4.240000000e+0,-1.210000000e+1,
-1.740000000e+2,-4.001562500e+0,-1.230234375e+1,
-1.769843750e+2,-4.077187500e+0,-1.230000000e+1,
-1.780078125e+2,-4.200625000e+0,-1.210078125e+1,
-1.760078125e+2,-4.080312500e+0,-1.220000000e+1,
-1.770000000e+2,-4.160937500e+0,-1.229921875e+1,
-1.750078125e+2,-4.160000000e+0,-1.239843750e+1,
-1.750078125e+2,-4.120312500e+0,-1.269921875e+1,
-1.740000000e+2,-4.078437500e+0,-1.260234375e+1,
-1.760000000e+2,-4.160000000e+0,-1.260000000e+1,
-1.750078125e+2,-4.080000000e+0,-1.249765625e+1,
-1.759843750e+2,-4.240625000e+0,-1.230000000e+1,
-1.730078125e+2,-4.076875000e+0,-1.240078125e+1,
-1.770078125e+2,-4.121250000e+0,-1.230078125e+1,
-1.749921875e+2,-4.160000000e+0,-1.239921875e+1,
-1.790078125e+2,-4.122187500e+0,-1.219921875e+1,
-1.730156250e+2,-4.080000000e+0,-1.240000000e+1,
-1.759296875e+2,-4.080000000e+0,-1.199765625e+1,
-1.780234375e+2,-4.080312500e+0,-1.200000000e+1,
-1.759843750e+2,-4.120312500e+0,-1.210000000e+1,
-1.789765625e+2,-4.040000000e+0,-1.230000000e+1,
-1.759296875e+2,-4.118125000e+0,-1.250156250e+1,
-1.739921875e+2,-4.239375000e+0,-1.230000000e+1,
-1.740078125e+2,-4.240000000e+0,-1.250000000e+1,
-1.740078125e+2,-4.239375000e+0,-1.220156250e+1,
-1.750234375e+2,-4.120000000e+0,-1.210000000e+1,
-1.760078125e+2,-4.200000000e+0,-1.230078125e+1,
-1.759921875e+2,-4.079062500e+0,-1.239921875e+1,
-1.750156250e+2,-4.117187500e+0,-1.260468750e+1,
-1.750000000e+2,-4.160000000e+0,-1.220078125e+1,
-1.759609375e+2,-4.159687500e+0,-1.270000000e+1,
-1.780234375e+2,-4.119687500e+0,-1.240000000e+1,
-1.740078125e+2,-4.120625000e+0,-1.230156250e+1,
-1.760234375e+2,-4.200312500e+0,-1.229921875e+1,
-1.720000000e+2,-4.160312500e+0,-1.210234375e+1,
-1.760312500e+2,-4.199687500e+0,-1.210156250e+1,
-1.749843750e+2,-4.159687500e+0,-1.250000000e+1,
-1.750000000e+2,-4.120000000e+0,-1.240000000e+1,
-1.750078125e+2,-4.200000000e+0,-1.240078125e+1,
-1.760000000e+2,-4.280312500e+0,-1.250000000e+1,
-1.740000000e+2,-4.240000000e+0,-1.240000000e+1,
-1.750156250e+2,-4.200000000e+0,-1.240078125e+1,
-1.759921875e+2,-4.200312500e+0,-1.220078125e+1,
-1.770078125e+2,-4.120000000e+0,-1.250000000e+1,
-1.750000000e+2,-4.119687500e+0,-1.230000000e+1,
-1.760078125e+2,-4.200312500e+0,-1.250000000e+1,
-1.730000000e+2,-4.158750000e+0,-1.230000000e+1,
-1.769687500e+2,-4.119375000e+0,-1.239765625e+1,
