CH1,CH3,CH4,Ts
4.701562500e+1,2.640000000e+0,7.700781250e+0,
4.598437500e+1,2.520312500e+0,7.500000000e+0,
4.794531250e+1,2.560625000e+0,7.400000000e+0,
4.803906250e+1,2.640312500e+0,7.501562500e+0,
4.792187500e+1,2.681562500e+0,7.200000000e+0,
4.997656250e+1,2.520312500e+0,7.494531250e+0,
4.499218750e+1,2.599687500e+0,7.802343750e+0,
4.800781250e+1,2.519687500e+0,7.301562500e+0,
4.699218750e+1,2.599062500e+0,7.300781250e+0,
4.601562500e+1,2.440000000e+0,7.298437500e+0,
4.900000000e+1,2.640000000e+0,7.600000000e+0,
4.700000000e+1,2.600000000e+0,7.400000000e+0,
4.800781250e+1,2.719375000e+0,7.300781250e+0,
4.600000000e+1,2.600625000e+0,7.300000000e+0,
4.799218750e+1,2.559687500e+0,7.398437500e+0,
4.801562500e+1,2.479062500e+0,7.302343750e+0,
4.698437500e+1,2.520937500e+0,7.600000000e+0,
4.800781250e+1,2.560937500e+0,7.297656250e+0,
4.496875000e+1,2.639687500e+0,7.400000000e+0,
4.500781250e+1,2.600000000e+0,7.500000000e+0,
4.601562500e+1,2.640000000e+0,7.698437500e+0,
4.899218750e+1,2.598437500e+0,7.298437500e+0,
4.800000000e+1,2.560312500e+0,7.400000000e+0,
5.000000000e+1,2.640000000e+0,7.298437500e+0,
4.700000000e+1,2.639687500e+0,7.403906250e+0,
4.600000000e+1,2.604062500e+0,7.601562500e+0,
4.700000000e+1,2.478750000e+0,7.300000000e+0,
4.600000000e+1,2.680000000e+0,7.501562500e+0,
4.700000000e+1,2.518750000e+0,7.701562500e+0,
4.401562500e+1,2.640312500e+0,7.001562500e+0,
4.300000000e+1,2.640312500e+0,7.203125000e+0,
4.400000000e+1,2.680625000e+0,7.796093750e+0,
4.699218750e+1,2.482187500e+0,7.497656250e+0,
4.600000000e+1,2.481250000e+0,7.202343750e+0,
4.700000000e+1,2.600625000e+0,7.499218750e+0,
4.700000000e+1,2.559687500e+0,7.096875000e+0,
4.800781250e+1,2.599062500e+0,7.205468750e+0,
4.500000000e+1,2.520937500e+0,7.400000000e+0,
4.600000000e+1,2.679687500e+0,7.201562500e+0,
4.500000000e+1,2.559375000e+0,7.300781250e+0,
4.499218750e+1,2.559687500e+0,7.400000000e+0,
4.500000000e+1,2.439687500e+0,7.100000000e+0,
4.396093750e+1,2.520000000e+0,7.100781250e+0,
4.798437500e+1,2.558750000e+0,7.400000000e+0,
4.505468750e+1,2.480000000e+0,7.200000000e+0,
4.401562500e+1,2.559687500e+0,7.400000000e+0,
4.603125000e+1,2.480000000e+0,7.200000000e+0,
4.698437500e+1,2.520312500e+0,7.398437500e+0,
4.498437500e+1,2.520000000e+0,7.498437500e+0,
4.499218750e+1,2.520000000e+0,7.198437500e+0,
4.400000000e+1,2.520000000e+0,7.099218750e+0,
4.498437500e+1,2.481875000e+0,7.298437500e+0,
4.501562500e+1,2.400000000e+0,7.396875000e+0,
4.400000000e+1,2.480937500e+0,6.999218750e+0,
4.399218750e+1,2.560000000e+0,7.200781250e+0,
4.598437500e+1,2.518125000e+0,7.103125000e+0,
4.603906250e+1,2.523125000e+0,7.399218750e+0,
4.396875000e+1,2.640000000e+0,6.900000000e+0,
4.803906250e+1,2.481250000e+0,7.002343750e+0,
4.597656250e+1,2.560312500e+0,7.500000000e+0,
4.202343750e+1,2.480000000e+0,7.198437500e+0,
4.801562500e+1,2.560000000e+0,7.203125000e+0,
4.601562500e+1,2.638437500e+0,7.500000000e+0,
4.300000000e+1,2.360000000e+0,7.201562500e+0,
4.700000000e+1,2.438437500e+0,7.000781250e+0,
4.400000000e+1,2.479375000e+0,7.200000000e+0,
4.600000000e+1,2.520312500e+0,7.200781250e+0,
4.400781250e+1,2.440000000e+0,7.200000000e+0,
4.396875000e+1,2.480312500e+0,7.200781250e+0,
4.799218750e+1,2.440000000e+0,7.000781250e+0,
4.603125000e+1,2.439375000e+0,7.000000000e+0,
4.400781250e+1,2.557812500e+0,7.006250000e+0,
4.400000000e+1,2.559375000e+0,6.600000000e+0,
4.400000000e+1,2.400000000e+0,7.106250000e+0,
4.501562500e+1,2.362187500e+0,7.196093750e+0,
4.597656250e+1,2.522187500e+0,7.099218750e+0,
4.300000000e+1,2.519062500e+0,7.100781250e+0,
4.500000000e+1,2.479375000e+0,7.098437500e+0,
4.299218750e+1,2.475312500e+0,6.997656250e+0,
4.698437500e+1,2.600000000e+0,7.200781250e+0,
4.606250000e+1,2.479062500e+0,6.898437500e+0,
4.200000000e+1,2.480000000e+0,7.098437500e+0,
4.495312500e+1,2.479687500e+0,7.200000000e+0,
4.406250000e+1,2.520000000e+0,7.200000000e+0,
4.196093750e+1,2.440625000e+0,7.198437500e+0,
4.101562500e+1,2.439375000e+0,7.203125000e+0,
4.300781250e+1,2.399687500e+0,6.800000000e+0,
4.300781250e+1,2.360625000e+0,7.199218750e+0,
4.398437500e+1,2.480000000e+0,7.000000000e+0,
4.197656250e+1,2.400312500e+0,6.999218750e+0,
4.201562500e+1,2.558750000e+0,6.899218750e+0,
4.300781250e+1,2.285625000e+0,7.098437500e+0,
4.100781250e+1,2.399062500e+0,6.999218750e+0,
4.197656250e+1,2.519375000e+0,7.000000000e+0,
4.201562500e+1,2.399062500e+0,6.900000000e+0,
4.000000000e+1,2.440312500e+0,7.200781250e+0,
4.195312500e+1,2.440312500e+0,6.999218750e+0,
4.298437500e+1,2.519375000e+0,7.101562500e+0,
4.200000000e+1,2.520937500e+0,6.700000000e+0,
4.300781250e+1,2.399687500e+0,7.100000000e+0,
4.197656250e+1,2.481562500e+0,7.000000000e+0,
4.100000000e+1,2.560000000e+0,7.200781250e+0,
4.300000000e+1,2.398125000e+0,7.299218750e+0,
4.199218750e+1,2.400000000e+0,7.000000000e+0,
4.099218750e+1,2.441562500e+0,6.800000000e+0,
4.099218750e+1,2.399687500e+0,7.001562500e+0,
4.199218750e+1,2.520000000e+0,7.200781250e+0,
4.200000000e+1,2.360625000e+0,6.900781250e+0,
4.199218750e+1,2.321250000e+0,6.898437500e+0,
4.400000000e+1,2.439687500e+0,6.600000000e+0,
4.202343750e+1,2.320000000e+0,6.896093750e+0,
3.900000000e+1,2.439687500e+0,6.910156250e+0,
3.900000000e+1,2.319062500e+0,6.599218750e+0,
4.202343750e+1,2.400625000e+0,6.999218750e+0,
4.200000000e+1,2.399687500e+0,6.496093750e+0,
4.199218750e+1,2.400000000e+0,6.903125000e+0,
3.899218750e+1,2.400000000e+0,6.800000000e+0,
4.100000000e+1,2.439687500e+0,6.800000000e+0,
4.100000000e+1,2.440000000e+0,6.900000000e+0,
4.000000000e+1,2.480000000e+0,6.499218750e+0,
4.099218750e+1,2.440000000e+0,7.102343750e+0,
4.200000000e+1,2.320312500e+0,6.800000000e+0,
4.100781250e+1,2.400000000e+0,6.900000000e+0,
4.001562500e+1,2.320625000e+0,6.800000000e+0,
3.699218750e+1,2.318437500e+0,6.700781250e+0,
3.900781250e+1,2.360000000e+0,6.600000000e+0,
3.799218750e+1,2.320000000e+0,6.701562500e+0,
4.003125000e+1,2.320625000e+0,7.000000000e+0,
3.999218750e+1,2.360000000e+0,6.700781250e+0,
3.896093750e+1,2.280000000e+0,6.800000000e+0,
3.696093750e+1,2.240000000e+0,6.800000000e+0,
4.096093750e+1,2.280000000e+0,6.800000000e+0,
3.900781250e+1,2.240625000e+0,6.700000000e+0,
3.797656250e+1,2.281562500e+0,6.498437500e+0,
4.098437500e+1,2.398437500e+0,6.500781250e+0,
4.003125000e+1,2.158750000e+0,6.800000000e+0,
3.900000000e+1,2.120625000e+0,6.800000000e+0,
4.004687500e+1,2.316250000e+0,6.501562500e+0,
4.199218750e+1,2.400000000e+0,6.599218750e+0,
3.998437500e+1,2.320000000e+0,6.700000000e+0,
3.998437500e+1,2.280312500e+0,6.700000000e+0,
3.800781250e+1,2.320000000e+0,6.700000000e+0,
4.200000000e+1,2.320000000e+0,6.599218750e+0,
3.800000000e+1,2.360312500e+0,6.600000000e+0,
3.900781250e+1,2.440000000e+0,6.600000000e+0,
3.700000000e+1,2.321562500e+0,6.600000000e+0,
3.700000000e+1,2.241562500e+0,6.600000000e+0,
3.500000000e+1,2.400000000e+0,6.598437500e+0,
3.700000000e+1,2.200000000e+0,6.600000000e+0,
3.801562500e+1,2.280937500e+0,6.300000000e+0,
3.599218750e+1,2.279375000e+0,6.493750000e+0,
3.703125000e+1,2.320625000e+0,6.600000000e+0,
3.897656250e+1,2.240312500e+0,6.498437500e+0,
3.600000000e+1,2.401875000e+0,6.400000000e+0,
3.900781250e+1,2.359062500e+0,6.501562500e+0,
3.598437500e+1,2.279375000e+0,6.498437500e+0,
3.600000000e+1,2.239375000e+0,6.499218750e+0,
3.600000000e+1,2.235000000e+0,6.700000000e+0,
3.698437500e+1,2.360000000e+0,6.398437500e+0,
3.900781250e+1,2.199375000e+0,6.398437500e+0,
3.600781250e+1,2.319687500e+0,6.400000000e+0,
3.698437500e+1,2.280000000e+0,6.400000000e+0,
3.600000000e+1,2.279687500e+0,6.500781250e+0,
3.596093750e+1,2.238750000e+0,6.299218750e+0,
3.400000000e+1,2.358437500e+0,6.500000000e+0,
3.498437500e+1,2.320000000e+0,6.300000000e+0,
3.200000000e+1,2.319687500e+0,6.400781250e+0,
3.502343750e+1,2.360000000e+0,6.200000000e+0,
3.400000000e+1,2.316562500e+0,6.499218750e+0,
3.600781250e+1,2.040312500e+0,6.301562500e+0,
3.500000000e+1,2.232500000e+0,6.400000000e+0,
3.600000000e+1,2.279687500e+0,6.300000000e+0,
3.400781250e+1,2.200000000e+0,6.500781250e+0,
3.400000000e+1,2.280000000e+0,6.096093750e+0,
3.298437500e+1,2.198750000e+0,6.201562500e+0,
3.595312500e+1,2.199375000e+0,6.300000000e+0,
3.703125000e+1,2.159375000e+0,6.400000000e+0,
3.501562500e+1,2.316562500e+0,6.202343750e+0,
3.799218750e+1,2.280000000e+0,6.098437500e+0,
3.399218750e+1,2.240000000e+0,6.300000000e+0,
3.599218750e+1,2.280000000e+0,6.303125000e+0,
3.300000000e+1,2.238437500e+0,6.800000000e+0,
3.399218750e+1,2.119062500e+0,6.200000000e+0,
3.199218750e+1,2.279687500e+0,6.200781250e+0,
3.300000000e+1,2.121250000e+0,6.401562500e+0,
3.300000000e+1,2.199062500e+0,6.100000000e+0,
3.400000000e+1,2.200000000e+0,6.400000000e+0,
3.200000000e+1,2.199062500e+0,6.300000000e+0,
3.300000000e+1,2.160312500e+0,6.299218750e+0,
3.199218750e+1,2.280000000e+0,6.300000000e+0,
3.398437500e+1,2.239062500e+0,6.300781250e+0,
3.600000000e+1,2.320000000e+0,6.201562500e+0,
3.396875000e+1,2.200312500e+0,6.101562500e+0,
3.300781250e+1,2.199062500e+0,6.401562500e+0,
3.500781250e+1,2.120000000e+0,6.300000000e+0,
3.500781250e+1,2.200000000e+0,6.100000000e+0,
3.506250000e+1,2.160000000e+0,6.100000000e+0,
3.003906250e+1,2.119687500e+0,5.900000000e+0,
3.195312500e+1,2.200000000e+0,5.996093750e+0,
3.394531250e+1,2.080312500e+0,6.300000000e+0,
3.604687500e+1,2.081250000e+0,6.299218750e+0,
3.205468750e+1,2.200000000e+0,6.100000000e+0,
3.296875000e+1,2.120000000e+0,6.100000000e+0,
3.198437500e+1,2.198750000e+0,5.900781250e+0,
3.100000000e+1,2.120937500e+0,6.093750000e+0,
3.200781250e+1,2.079375000e+0,6.400000000e+0,
3.299218750e+1,2.160312500e+0,6.098437500e+0,
2.995312500e+1,2.119062500e+0,6.200000000e+0,
2.801562500e+1,2.080000000e+0,6.000000000e+0,
3.400000000e+1,2.119375000e+0,5.900000000e+0,
3.307031250e+1,2.160937500e+0,6.099218750e+0,
3.000781250e+1,2.120000000e+0,5.900000000e+0,
3.099218750e+1,2.160625000e+0,5.902343750e+0,
3.201562500e+1,2.158750000e+0,6.100781250e+0,
3.096093750e+1,2.077187500e+0,5.999218750e+0,
3.500000000e+1,2.000625000e+0,5.900781250e+0,
3.095312500e+1,2.119375000e+0,6.000000000e+0,
3.204687500e+1,2.119687500e+0,5.900000000e+0,
3.400000000e+1,2.040000000e+0,6.201562500e+0,
3.200000000e+1,2.043437500e+0,6.098437500e+0,
3.298437500e+1,2.240000000e+0,5.900000000e+0,
2.901562500e+1,2.040000000e+0,5.700000000e+0,
2.900000000e+1,2.040312500e+0,6.005468750e+0,
2.799218750e+1,2.001562500e+0,6.201562500e+0,
2.699218750e+1,2.038750000e+0,5.900000000e+0,
2.898437500e+1,2.200000000e+0,5.999218750e+0,
3.000000000e+1,2.118750000e+0,5.801562500e+0,
2.700000000e+1,2.119687500e+0,5.599218750e+0,
2.898437500e+1,2.079062500e+0,5.900781250e+0,
2.800000000e+1,1.960000000e+0,5.800000000e+0,
2.900000000e+1,2.038750000e+0,5.899218750e+0,
2.700000000e+1,2.080625000e+0,5.701562500e+0,
3.001562500e+1,2.159062500e+0,6.000000000e+0,
3.000000000e+1,2.039687500e+0,5.695312500e+0,
3.001562500e+1,2.120312500e+0,5.502343750e+0,
2.600000000e+1,2.039062500e+0,5.799218750e+0,
2.400781250e+1,2.039375000e+0,5.700000000e+0,
2.799218750e+1,2.040000000e+0,6.000781250e+0,
2.599218750e+1,2.080312500e+0,5.900000000e+0,
2.900000000e+1,2.079687500e+0,5.800000000e+0,
2.500000000e+1,2.040000000e+0,5.700000000e+0,
2.896093750e+1,2.119375000e+0,5.900000000e+0,
2.704687500e+1,2.000312500e+0,5.800000000e+0,
2.603125000e+1,2.038437500e+0,5.400781250e+0,
2.900000000e+1,2.000000000e+0,5.702343750e+0,
2.596093750e+1,1.960937500e+0,6.000781250e+0,
2.706250000e+1,2.079687500e+0,5.499218750e+0,
2.996093750e+1,1.918750000e+0,5.900000000e+0,
2.500000000e+1,2.000937500e+0,5.601562500e+0,
2.900000000e+1,2.000625000e+0,5.499218750e+0,
2.499218750e+1,1.960000000e+0,5.799218750e+0,
2.998437500e+1,1.920312500e+0,5.399218750e+0,
2.801562500e+1,2.000000000e+0,5.603125000e+0,
2.500000000e+1,1.958750000e+0,5.797656250e+0,
2.694531250e+1,1.960625000e+0,5.700000000e+0,
2.900781250e+1,1.960000000e+0,5.800000000e+0,
2.593750000e+1,1.919375000e+0,5.499218750e+0,
2.299218750e+1,1.959687500e+0,5.700000000e+0,
2.402343750e+1,1.879687500e+0,5.699218750e+0,
2.600000000e+1,1.920000000e+0,5.498437500e+0,
2.500000000e+1,1.918750000e+0,5.400000000e+0,
2.600000000e+1,1.840000000e+0,5.400000000e+0,
2.800000000e+1,2.040000000e+0,5.400000000e+0,
2.601562500e+1,1.880312500e+0,5.400000000e+0,
2.300000000e+1,2.038750000e+0,5.400000000e+0,
2.500000000e+1,1.960625000e+0,5.400000000e+0,
2.199218750e+1,1.880937500e+0,5.398437500e+0,
2.599218750e+1,2.080000000e+0,5.697656250e+0,
2.302343750e+1,2.000312500e+0,5.700781250e+0,
2.300000000e+1,1.959375000e+0,5.503125000e+0,
2.300000000e+1,1.959687500e+0,5.400000000e+0,
2.499218750e+1,1.920000000e+0,5.405468750e+0,
2.299218750e+1,1.882500000e+0,5.692187500e+0,
2.399218750e+1,1.998437500e+0,4.996875000e+0,
2.301562500e+1,1.839687500e+0,5.202343750e+0,
2.600000000e+1,1.960000000e+0,5.099218750e+0,
2.300781250e+1,1.840000000e+0,5.296875000e+0,
2.398437500e+1,1.959375000e+0,5.400781250e+0,
2.601562500e+1,1.838750000e+0,5.300000000e+0,
2.301562500e+1,1.840312500e+0,5.300781250e+0,
2.397656250e+1,1.920000000e+0,5.100000000e+0,
2.310156250e+1,1.840000000e+0,5.200000000e+0,
2.106250000e+1,1.920625000e+0,5.203906250e+0,
2.702343750e+1,1.762500000e+0,4.900000000e+0,
2.296875000e+1,1.840625000e+0,5.200781250e+0,
2.401562500e+1,1.919687500e+0,5.200000000e+0,
2.191406250e+1,1.800000000e+0,5.200000000e+0,
1.902343750e+1,1.719687500e+0,5.000781250e+0,
2.403125000e+1,1.761250000e+0,5.299218750e+0,
2.401562500e+1,1.840000000e+0,5.201562500e+0,
2.302343750e+1,1.839687500e+0,5.199218750e+0,
2.100000000e+1,1.879375000e+0,5.000000000e+0,
2.197656250e+1,1.718750000e+0,5.200000000e+0,
2.201562500e+1,1.761250000e+0,5.295312500e+0,
2.004687500e+1,1.880937500e+0,4.899218750e+0,
1.903906250e+1,1.880625000e+0,5.196875000e+0,
2.301562500e+1,1.799687500e+0,5.099218750e+0,
2.096875000e+1,1.839687500e+0,5.000000000e+0,
2.000781250e+1,1.760625000e+0,5.000000000e+0,
2.100000000e+1,1.920000000e+0,5.099218750e+0,
2.100000000e+1,1.757812500e+0,4.899218750e+0,
1.898437500e+1,1.760000000e+0,5.000000000e+0,
1.700000000e+1,1.800625000e+0,5.000000000e+0,
1.997656250e+1,1.720312500e+0,4.999218750e+0,
2.299218750e+1,1.680000000e+0,4.800781250e+0,
2.097656250e+1,1.799687500e+0,4.899218750e+0,
1.800000000e+1,1.718437500e+0,5.000781250e+0,
2.000000000e+1,1.680937500e+0,5.100000000e+0,
1.801562500e+1,1.799062500e+0,4.797656250e+0,
1.900000000e+1,1.801875000e+0,5.200781250e+0,
2.000000000e+1,1.717812500e+0,4.700781250e+0,
1.800000000e+1,1.600625000e+0,4.900781250e+0,
1.899218750e+1,1.761250000e+0,4.893750000e+0,
1.599218750e+1,1.718125000e+0,4.596875000e+0,
1.800781250e+1,1.720000000e+0,4.600000000e+0,
1.900000000e+1,1.680625000e+0,5.001562500e+0,
2.100000000e+1,1.680625000e+0,5.000000000e+0,
1.800000000e+1,1.760000000e+0,4.800781250e+0,
1.800000000e+1,1.680000000e+0,4.800000000e+0,
1.800781250e+1,1.639375000e+0,4.800000000e+0,
1.700000000e+1,1.600312500e+0,4.900781250e+0,
1.700000000e+1,1.719062500e+0,4.600000000e+0,
1.600000000e+1,1.721875000e+0,4.900000000e+0,
1.700781250e+1,1.640312500e+0,4.601562500e+0,
1.700781250e+1,1.640000000e+0,4.501562500e+0,
1.693750000e+1,1.639687500e+0,5.100781250e+0,
1.299218750e+1,1.640625000e+0,4.700781250e+0,
1.706250000e+1,1.720000000e+0,4.900000000e+0,
1.802343750e+1,1.640000000e+0,4.902343750e+0,
1.602343750e+1,1.680000000e+0,4.600000000e+0,
1.600000000e+1,1.600625000e+0,4.800000000e+0,
1.499218750e+1,1.600625000e+0,4.596875000e+0,
1.599218750e+1,1.680625000e+0,4.500000000e+0,
1.501562500e+1,1.680000000e+0,4.700000000e+0,
1.401562500e+1,1.719375000e+0,5.000000000e+0,
1.403906250e+1,1.521875000e+0,4.905468750e+0,
1.703125000e+1,1.600000000e+0,4.500781250e+0,
1.700781250e+1,1.720000000e+0,4.602343750e+0,
1.697656250e+1,1.599062500e+0,4.700000000e+0,
1.198437500e+1,1.639687500e+0,4.700000000e+0,
1.300781250e+1,1.560000000e+0,4.698437500e+0,
1.500000000e+1,1.640000000e+0,4.500000000e+0,
1.498437500e+1,1.600312500e+0,4.700781250e+0,
1.400000000e+1,1.640000000e+0,4.400000000e+0,
1.400000000e+1,1.600000000e+0,4.600000000e+0,
1.300000000e+1,1.640000000e+0,4.400000000e+0,
1.400000000e+1,1.600000000e+0,4.600000000e+0,
1.400000000e+1,1.600312500e+0,4.500000000e+0,
1.400000000e+1,1.639687500e+0,4.601562500e+0,
1.400781250e+1,1.639687500e+0,4.500000000e+0,
1.397656250e+1,1.599062500e+0,4.697656250e+0,
1.198437500e+1,1.478750000e+0,4.098437500e+0,
1.301562500e+1,1.521562500e+0,4.305468750e+0,
1.300000000e+1,1.639375000e+0,4.399218750e+0,
1.300000000e+1,1.518437500e+0,4.399218750e+0,
1.400000000e+1,1.517500000e+0,4.600000000e+0,
1.300000000e+1,1.560000000e+0,4.398437500e+0,
1.398437500e+1,1.559687500e+0,4.198437500e+0,
1.400781250e+1,1.520312500e+0,4.399218750e+0,
1.200781250e+1,1.479375000e+0,4.298437500e+0,
1.298437500e+1,1.680000000e+0,3.999218750e+0,
1.192187500e+1,1.521875000e+0,4.398437500e+0,
1.001562500e+1,1.595312500e+0,4.299218750e+0,
1.301562500e+1,1.680312500e+0,4.499218750e+0,
1.197656250e+1,1.520312500e+0,4.403906250e+0,
1.199218750e+1,1.560000000e+0,4.100000000e+0,
1.098437500e+1,1.597187500e+0,4.199218750e+0,
1.101562500e+1,1.320312500e+0,4.200000000e+0,
1.200000000e+1,1.474375000e+0,4.199218750e+0,
1.100000000e+1,1.479687500e+0,4.100000000e+0,
1.200000000e+1,1.440000000e+0,3.799218750e+0,
1.101562500e+1,1.480312500e+0,4.300781250e+0,
6.984375000e+0,1.518750000e+0,3.897656250e+0,
1.096093750e+1,1.399062500e+0,4.200000000e+0,
9.078125000e+0,1.439375000e+0,4.200000000e+0,
7.023437500e+0,1.519687500e+0,4.198437500e+0,
1.103125000e+1,1.520000000e+0,4.201562500e+0,
9.968750000e+0,1.600000000e+0,3.900000000e+0,
9.000000000e+0,1.518750000e+0,4.002343750e+0,
1.000000000e+1,1.320312500e+0,4.199218750e+0,
1.199218750e+1,1.517812500e+0,4.100000000e+0,
7.984375000e+0,1.522812500e+0,4.000000000e+0,
8.000000000e+0,1.360625000e+0,4.099218750e+0,
8.000000000e+0,1.438437500e+0,4.000781250e+0,
7.000000000e+0,1.480000000e+0,4.000000000e+0,
7.000000000e+0,1.399375000e+0,4.100000000e+0,
5.007812500e+0,1.480625000e+0,3.900000000e+0,
8.984375000e+0,1.560000000e+0,4.100000000e+0,
8.992187500e+0,1.443437500e+0,4.102343750e+0,
1.100000000e+1,1.440000000e+0,4.000000000e+0,
7.968750000e+0,1.440625000e+0,4.102343750e+0,
7.015625000e+0,1.278750000e+0,4.199218750e+0,
9.000000000e+0,1.405625000e+0,3.900000000e+0,
8.000000000e+0,1.599375000e+0,3.803906250e+0,
9.023437500e+0,1.280000000e+0,4.300000000e+0,
6.023437500e+0,1.599062500e+0,3.900000000e+0,
6.992187500e+0,1.480000000e+0,3.897656250e+0,
6.007812500e+0,1.440312500e+0,4.000000000e+0,
6.976562500e+0,1.401250000e+0,4.099218750e+0,
6.976562500e+0,1.479375000e+0,3.902343750e+0,
8.945312500e+0,1.240625000e+0,3.700000000e+0,
8.976562500e+0,1.397500000e+0,3.796093750e+0,
6.992187500e+0,1.320937500e+0,4.197656250e+0,
8.007812500e+0,1.398125000e+0,4.001562500e+0,
8.992187500e+0,1.478750000e+0,3.801562500e+0,
6.992187500e+0,1.279062500e+0,4.099218750e+0,
6.992187500e+0,1.400000000e+0,3.900000000e+0,
6.000000000e+0,1.440937500e+0,3.800000000e+0,
7.031250000e+0,1.355937500e+0,3.903906250e+0,
3.992187500e+0,1.480312500e+0,3.700000000e+0,
6.992187500e+0,1.280000000e+0,4.003125000e+0,
5.015625000e+0,1.481875000e+0,3.894531250e+0,
5.968750000e+0,1.315625000e+0,3.600000000e+0,
7.015625000e+0,1.279687500e+0,3.902343750e+0,
5.007812500e+0,1.239687500e+0,3.900000000e+0,
7.007812500e+0,1.320312500e+0,3.800000000e+0,
3.976562500e+0,1.320000000e+0,3.697656250e+0,
2.031250000e+0,1.280625000e+0,3.602343750e+0,
6.000000000e+0,1.360000000e+0,4.000000000e+0,
3.023437500e+0,1.280000000e+0,3.696093750e+0,
-1.000000000e+0,1.280625000e+0,3.805468750e+0,
4.007812500e+0,1.319687500e+0,4.100000000e+0,
2.000000000e+0,1.319687500e+0,3.800000000e+0,
3.000000000e+0,1.400625000e+0,3.800000000e+0,
2.000000000e+0,1.398437500e+0,3.900781250e+0,
9.843750000e-1,1.279687500e+0,3.600781250e+0,
5.007812500e+0,1.321250000e+0,3.699218750e+0,
0.000000000e+0,1.360312500e+0,3.496875000e+0,
2.000000000e+0,1.201250000e+0,3.798437500e+0,
-1.000000000e+0,1.240937500e+0,3.198437500e+0,
3.031250000e+0,1.280000000e+0,3.700781250e+0,
4.000000000e+0,1.280000000e+0,3.496875000e+0,
4.015625000e+0,1.320000000e+0,3.603906250e+0,
-1.000000000e+0,1.278750000e+0,3.700000000e+0,
-9.921875000e-1,1.237812500e+0,3.500781250e+0,
9.765625000e-1,1.319687500e+0,3.399218750e+0,
3.992187500e+0,1.200000000e+0,3.300000000e+0,
3.007812500e+0,1.320000000e+0,3.400000000e+0,
9.687500000e-1,1.240000000e+0,3.400000000e+0,
4.984375000e+0,1.319687500e+0,3.400000000e+0,
2.039062500e+0,1.200312500e+0,3.500000000e+0,
2.015625000e+0,1.235000000e+0,3.401562500e+0,
1.992187500e+0,1.280000000e+0,3.501562500e+0,
-4.687500000e-2,1.079687500e+0,3.900000000e+0,
-3.015625000e+0,1.280625000e+0,3.498437500e+0,
-9.453125000e-1,1.278437500e+0,3.599218750e+0,
3.015625000e+0,1.200000000e+0,3.300000000e+0,
3.031250000e+0,1.239687500e+0,3.498437500e+0,
1.023437500e+0,1.200000000e+0,3.700781250e+0,
1.000000000e+0,1.201250000e+0,3.497656250e+0,
1.000000000e+0,1.279375000e+0,3.098437500e+0,
7.812500000e-3,1.078437500e+0,3.207812500e+0,
-3.125000000e-2,1.160937500e+0,3.500781250e+0,
1.992187500e+0,1.120000000e+0,3.400000000e+0,
-3.906250000e-2,1.239062500e+0,3.299218750e+0,
-1.000000000e+0,1.159375000e+0,3.200000000e+0,
0.000000000e+0,1.200000000e+0,3.500000000e+0,
0.000000000e+0,1.160000000e+0,3.298437500e+0,
1.000000000e+0,1.199687500e+0,3.400000000e+0,
-1.000000000e+0,1.120000000e+0,3.300000000e+0,
-4.000000000e+0,1.159375000e+0,3.398437500e+0,
-3.007812500e+0,1.159687500e+0,3.000000000e+0,
-2.015625000e+0,1.160937500e+0,3.196875000e+0,
1.000000000e+0,1.040000000e+0,3.200000000e+0,
-2.976562500e+0,1.160625000e+0,3.000000000e+0,
-1.015625000e+0,1.160000000e+0,3.197656250e+0,
0.000000000e+0,1.200000000e+0,3.300000000e+0,
0.000000000e+0,1.119062500e+0,3.200781250e+0,
-1.000000000e+0,1.280312500e+0,3.200000000e+0,
0.000000000e+0,1.240000000e+0,3.100781250e+0,
-3.031250000e+0,1.158125000e+0,3.199218750e+0,
-5.000000000e+0,1.079062500e+0,2.998437500e+0,
-2.968750000e+0,1.120625000e+0,3.001562500e+0,
-1.000000000e+0,1.118750000e+0,3.100000000e+0,
-4.007812500e+0,1.036250000e+0,3.002343750e+0,
0.000000000e+0,1.199687500e+0,2.899218750e+0,
-3.945312500e+0,1.119375000e+0,3.102343750e+0,
-5.023437500e+0,1.200000000e+0,3.200781250e+0,
-4.000000000e+0,1.160625000e+0,2.901562500e+0,
-5.000000000e+0,1.040000000e+0,3.000000000e+0,
-3.992187500e+0,1.119375000e+0,3.198437500e+0,
-3.968750000e+0,1.043437500e+0,3.102343750e+0,
-2.007812500e+0,1.040625000e+0,2.799218750e+0,
-6.046875000e+0,1.199375000e+0,2.898437500e+0,
-5.976562500e+0,1.000000000e+0,3.100000000e+0,
-4.984375000e+0,1.080312500e+0,2.897656250e+0,
-4.000000000e+0,1.118750000e+0,2.899218750e+0,
-4.007812500e+0,1.001562500e+0,3.000781250e+0,
-3.984375000e+0,1.039687500e+0,2.798437500e+0,
-5.992187500e+0,1.039062500e+0,2.700000000e+0,
-5.023437500e+0,1.000937500e+0,2.800000000e+0,
-3.992187500e+0,1.159687500e+0,2.898437500e+0,
-5.960937500e+0,1.040000000e+0,2.800000000e+0,
-7.000000000e+0,1.159687500e+0,2.996093750e+0,
-5.984375000e+0,9.609375000e-1,3.198437500e+0,
-4.000000000e+0,1.000000000e+0,2.700000000e+0,
-4.007812500e+0,9.606250000e-1,3.000000000e+0,
