CH1,CH2,CH4,Ts,parameter,value
2.596875000e+1,-4.809375000e-2,-5.600000000e+1,,,
2.406250000e+1,-5.606250000e-2,-5.500000000e+1,,,
3.004687500e+1,-5.184375000e-2,-5.500000000e+1,,,
2.587500000e+1,-4.803125000e-2,-5.596093750e+1,,,
2.206250000e+1,-4.800000000e-2,-5.900000000e+1,,,
3.193750000e+1,-4.400000000e-2,-5.700000000e+1,,,
3.004687500e+1,-5.200000000e-2,-5.800000000e+1,,,
2.801562500e+1,-5.196875000e-2,-5.700000000e+1,,,
2.401562500e+1,-4.800000000e-2,-5.801562500e+1,,,
2.193750000e+1,-4.790625000e-2,-5.700000000e+1,,,
2.793750000e+1,-3.993750000e-2,-5.500000000e+1,,,
2.609375000e+1,-4.378125000e-2,-5.800000000e+1,,,
2.193750000e+1,-5.200000000e-2,-5.600000000e+1,,,
2.207812500e+1,-4.793750000e-2,-5.800000000e+1,,,
3.001562500e+1,-4.803125000e-2,-5.499218750e+1,,,
2.798437500e+1,-4.800000000e-2,-5.699218750e+1,,,
2.800000000e+1,-4.384375000e-2,-5.600000000e+1,,,
2.595312500e+1,-3.596875000e-2,-5.801562500e+1,,,
1.800000000e+1,-5.212500000e-2,-6.000781250e+1,,,
2.603125000e+1,-4.787500000e-2,-5.800000000e+1,,,
2.600000000e+1,-4.821875000e-2,-5.800000000e+1,,,
2.200000000e+1,-5.568750000e-2,-5.400000000e+1,,,
1.800000000e+1,-3.184375000e-2,-5.897656250e+1,,,
1.600000000e+1,-4.834375000e-2,-5.700000000e+1,,,
1.995312500e+1,-4.800000000e-2,-5.799218750e+1,,,
2.598437500e+1,-5.196875000e-2,-5.700781250e+1,,,
2.200000000e+1,-4.803125000e-2,-5.700781250e+1,,,
1.598437500e+1,-6.015625000e-2,-5.697656250e+1,,,
2.212500000e+1,-6.381250000e-2,-5.600000000e+1,,,
2.790625000e+1,-4.781250000e-2,-6.103125000e+1,,,
1.396875000e+1,-4.806250000e-2,-6.100000000e+1,,,
2.192187500e+1,-4.790625000e-2,-6.000000000e+1,,,
1.610937500e+1,-5.206250000e-2,-5.799218750e+1,,,
1.595312500e+1,-4.409375000e-2,-6.000000000e+1,,,
1.796875000e+1,-4.784375000e-2,-5.800781250e+1,,,
1.804687500e+1,-5.990625000e-2,-6.099218750e+1,,,
1.601562500e+1,-5.656250000e-2,-5.800000000e+1,,,
1.789062500e+1,-3.575000000e-2,-5.799218750e+1,,,
1.996875000e+1,-5.593750000e-2,-5.799218750e+1,,,
1.396875000e+1,-4.009375000e-2,-5.900000000e+1,,,
1.401562500e+1,-5.196875000e-2,-5.899218750e+1,,,
1.798437500e+1,-4.803125000e-2,-5.900000000e+1,,,
9.953125000e+0,-4.800000000e-2,-6.000000000e+1,,,
1.403125000e+1,-6.000000000e-2,-6.100000000e+1,,,
1.800000000e+1,-5.218750000e-2,-5.897656250e+1,,,
1.406250000e+1,-5.209375000e-2,-6.200000000e+1,,,
1.592187500e+1,-4.400000000e-2,-5.998437500e+1,,,
2.200000000e+1,-5.196875000e-2,-5.998437500e+1,,,
1.404687500e+1,-4.803125000e-2,-5.800000000e+1,,,
1.395312500e+1,-4.793750000e-2,-6.003125000e+1,,,
1.403125000e+1,-5.978125000e-2,-6.200000000e+1,,,
1.203125000e+1,-5.637500000e-2,-6.100000000e+1,,,
1.598437500e+1,-3.606250000e-2,-6.301562500e+1,,,
9.984375000e+0,-4.396875000e-2,-6.198437500e+1,,,
1.198437500e+1,-4.800000000e-2,-6.100000000e+1,,,
5.984375000e+0,-4.400000000e-2,-6.200000000e+1,,,
9.984375000e+0,-4.396875000e-2,-5.895312500e+1,,,
8.000000000e+0,-4.793750000e-2,-5.797656250e+1,,,
4.000000000e+0,-4.800000000e-2,-6.200000000e+1,,,
9.953125000e+0,-5.200000000e-2,-6.100781250e+1,,,
1.600000000e+1,-5.200000000e-2,-6.300781250e+1,,,
8.000000000e+0,-4.803125000e-2,-6.000781250e+1,,,
1.201562500e+1,-4.800000000e-2,-6.101562500e+1,,,
4.031250000e+0,-4.800000000e-2,-6.403906250e+1,,,
8.000000000e+0,-4.800000000e-2,-5.899218750e+1,,,
6.000000000e+0,-4.809375000e-2,-6.103906250e+1,,,
6.000000000e+0,-4.396875000e-2,-6.200781250e+1,,,
8.031250000e+0,-5.200000000e-2,-6.300781250e+1,,,
7.968750000e+0,-4.803125000e-2,-6.401562500e+1,,,
2.015625000e+0,-4.790625000e-2,-6.400781250e+1,,,
4.000000000e+0,-6.000000000e-2,-6.303125000e+1,,,
4.000000000e+0,-4.825000000e-2,-6.100781250e+1,,,
3.984375000e+0,-4.396875000e-2,-6.500000000e+1,,,
6.031250000e+0,-4.800000000e-2,-6.300000000e+1,,,
0.000000000e+0,-4.800000000e-2,-6.199218750e+1,,,
3.984375000e+0,-4.800000000e-2,-6.000000000e+1,,,
1.968750000e+0,-5.200000000e-2,-6.100000000e+1,,,
7.953125000e+0,-5.621875000e-2,-6.501562500e+1,,,
3.875000000e+0,-4.800000000e-2,-6.099218750e+1,,,
6.250000000e-2,-4.793750000e-2,-6.300000000e+1,,,
8.031250000e+0,-3.193750000e-2,-6.200781250e+1,,,
3.968750000e+0,-3.200000000e-2,-6.400000000e+1,,,
5.968750000e+0,-2.803125000e-2,-6.200000000e+1,,,
2.015625000e+0,-4.003125000e-2,-6.399218750e+1,,,
7.984375000e+0,-2.800000000e-2,-6.400000000e+1,,,
2.078125000e+0,-3.996875000e-2,-6.500000000e+1,,,
3.984375000e+0,-2.812500000e-2,-6.397656250e+1,,,
6.015625000e+0,-2.796875000e-2,-6.200781250e+1,,,
-1.562500000e-2,-3.596875000e-2,-6.400781250e+1,,,
7.921875000e+0,-1.603125000e-2,-6.400000000e+1,,,
6.046875000e+0,-2.759375000e-2,-6.400000000e+1,,,
6.000000000e+0,-2.806250000e-2,-6.300000000e+1,,,
3.968750000e+0,-1.600000000e-2,-6.200781250e+1,,,
-1.562500000e-2,-2.000000000e-2,-6.401562500e+1,,,
2.015625000e+0,-3.200000000e-2,-6.500000000e+1,,,
4.000000000e+0,-2.000000000e-2,-6.501562500e+1,,,
2.000000000e+0,-1.596875000e-2,-6.200000000e+1,,,
6.000000000e+0,-1.993750000e-2,-6.300000000e+1,,,
6.015625000e+0,-2.403125000e-2,-6.200000000e+1,,,
0.000000000e+0,-2.000000000e-2,-6.500000000e+1,,,
4.000000000e+0,-2.006250000e-2,-6.500781250e+1,,,
-1.968750000e+0,-7.906250000e-3,-6.400000000e+1,,,
3.953125000e+0,-1.209375000e-2,-6.500000000e+1,,,
1.003125000e+1,-2.800000000e-2,-6.396093750e+1,,,
4.015625000e+0,-2.009375000e-2,-6.800000000e+1,,,
6.000000000e+0,-2.387500000e-2,-6.493750000e+1,,,
3.968750000e+0,-2.400000000e-2,-6.302343750e+1,,,
2.000000000e+0,-4.031250000e-3,-6.502343750e+1,,,
1.984375000e+0,-3.203125000e-2,-6.497656250e+1,,,
2.015625000e+0,-8.031250000e-3,-6.400781250e+1,,,
5.984375000e+0,-2.375000000e-2,-6.598437500e+1,,,
6.000000000e+0,-1.209375000e-2,-6.501562500e+1,,,
6.000000000e+0,-1.600000000e-2,-6.398437500e+1,,,
6.046875000e+0,-1.196875000e-2,-6.299218750e+1,,,
3.125000000e-2,-4.000000000e-3,-6.699218750e+1,,,
1.968750000e+0,-1.193750000e-2,-6.400000000e+1,,,
1.921875000e+0,-2.009375000e-2,-6.297656250e+1,,,
8.015625000e+0,-8.000000000e-3,-6.598437500e+1,,,
3.921875000e+0,-1.200000000e-2,-6.600000000e+1,,,
4.046875000e+0,-4.000000000e-3,-6.600000000e+1,,,
5.953125000e+0,-1.206250000e-2,-6.600000000e+1,,,
-6.250000000e-2,-1.203125000e-2,-6.800781250e+1,,,
4.125000000e+0,-1.606250000e-2,-6.601562500e+1,,,
9.984375000e+0,-1.221875000e-2,-6.398437500e+1,,,
4.093750000e+0,3.125000000e-5,-6.701562500e+1,,,
3.906250000e+0,-1.993750000e-2,-6.800000000e+1,,,
1.003125000e+1,-1.993750000e-2,-6.500000000e+1,,,
3.968750000e+0,0.000000000e+0,-6.802343750e+1,,,
1.203125000e+1,-2.000000000e-2,-6.599218750e+1,,,
2.000000000e+0,-1.212500000e-2,-6.600000000e+1,,,
1.204687500e+1,-1.193750000e-2,-6.600781250e+1,,,
3.937500000e+0,-1.600000000e-2,-6.700000000e+1,,,
3.968750000e+0,-1.200000000e-2,-6.700000000e+1,,,
1.562500000e-2,-2.400000000e-2,-6.600000000e+1,,,
1.003125000e+1,-1.196875000e-2,-6.599218750e+1,,,
1.000000000e+1,-1.600000000e-2,-6.400000000e+1,,,
3.968750000e+0,-1.603125000e-2,-6.998437500e+1,,,
1.953125000e+0,-1.200000000e-2,-6.797656250e+1,,,
-2.031250000e+0,-8.031250000e-3,-6.400781250e+1,,,
9.984375000e+0,-1.603125000e-2,-6.598437500e+1,,,
-3.125000000e-2,-1.200000000e-2,-6.800000000e+1,,,
1.968750000e+0,-2.003125000e-2,-6.600000000e+1,,,
6.000000000e+0,-2.018750000e-2,-6.800000000e+1,,,
2.015625000e+0,-3.618750000e-2,-6.599218750e+1,,,
4.000000000e+0,-1.203125000e-2,-6.800781250e+1,,,
4.000000000e+0,-2.806250000e-2,-6.400000000e+1,,,
5.953125000e+0,-2.796875000e-2,-6.705468750e+1,,,
2.031250000e+0,-1.978125000e-2,-6.700781250e+1,,,
9.968750000e+0,-8.125000000e-3,-6.900000000e+1,,,
2.015625000e+0,-2.796875000e-2,-6.699218750e+1,,,
1.400000000e+1,-1.600000000e-2,-6.700000000e+1,,,
6.000000000e+0,-2.803125000e-2,-6.700000000e+1,,,
0.000000000e+0,-2.000000000e-2,-6.800781250e+1,,,
-6.015625000e+0,-2.821875000e-2,-6.800000000e+1,,,
3.890625000e+0,-3.593750000e-2,-6.700000000e+1,,,
4.046875000e+0,-2.396875000e-2,-6.800000000e+1,,,
3.984375000e+0,-2.390625000e-2,-6.599218750e+1,,,
5.984375000e+0,-2.806250000e-2,-6.999218750e+1,,,
3.984375000e+0,-2.790625000e-2,-6.798437500e+1,,,
6.031250000e+0,-2.006250000e-2,-6.500000000e+1,,,
6.000000000e+0,-3.209375000e-2,-6.700000000e+1,,,
5.984375000e+0,-2.796875000e-2,-6.600000000e+1,,,
3.953125000e+0,-2.790625000e-2,-7.100000000e+1,,,
3.859375000e+0,-1.196875000e-2,-6.800000000e+1,,,
1.200000000e+1,-2.800000000e-2,-7.100000000e+1,,,
4.031250000e+0,-2.009375000e-2,-6.795312500e+1,,,
3.937500000e+0,-2.409375000e-2,-6.601562500e+1,,,
7.984375000e+0,-2.796875000e-2,-7.100000000e+1,,,
6.031250000e+0,-2.403125000e-2,-6.500000000e+1,,,
5.906250000e+0,-3.209375000e-2,-6.692187500e+1,,,
7.937500000e+0,-2.000000000e-2,-7.099218750e+1,,,
1.937500000e+0,-3.203125000e-2,-6.896875000e+1,,,
4.062500000e+0,-2.790625000e-2,-6.700000000e+1,,,
5.984375000e+0,-2.393750000e-2,-6.800781250e+1,,,
4.000000000e+0,-2.003125000e-2,-6.600000000e+1,,,
6.015625000e+0,-2.406250000e-2,-6.800781250e+1,,,
1.000000000e+1,-2.425000000e-2,-6.700781250e+1,,,
1.953125000e+0,-1.606250000e-2,-6.800000000e+1,,,
4.000000000e+0,-3.218750000e-2,-6.800000000e+1,,,
6.000000000e+0,-2.787500000e-2,-7.099218750e+1,,,
0.000000000e+0,-2.390625000e-2,-6.900000000e+1,,,
8.000000000e+0,-2.006250000e-2,-6.900000000e+1,,,
7.968750000e+0,-2.806250000e-2,-6.996093750e+1,,,
9.968750000e+0,-2.800000000e-2,-7.100000000e+1,,,
-4.687500000e-2,-2.393750000e-2,-6.799218750e+1,,,
2.046875000e+0,-1.209375000e-2,-6.900781250e+1,,,
4.078125000e+0,-3.628125000e-2,-6.899218750e+1,,,
7.984375000e+0,-3.196875000e-2,-6.903906250e+1,,,
3.984375000e+0,-3.603125000e-2,-7.100781250e+1,,,
4.000000000e+0,-2.425000000e-2,-6.702343750e+1,,,
3.968750000e+0,-1.606250000e-2,-6.600781250e+1,,,
-3.984375000e+0,-3.603125000e-2,-6.800781250e+1,,,
-4.687500000e-2,-1.984375000e-2,-6.699218750e+1,,,
1.984375000e+0,-2.818750000e-2,-7.101562500e+1,,,
3.906250000e+0,-3.196875000e-2,-7.001562500e+1,,,
8.015625000e+0,-2.800000000e-2,-6.997656250e+1,,,
1.828125000e+0,-3.200000000e-2,-6.996875000e+1,,,
7.812500000e-2,-2.809375000e-2,-6.500781250e+1,,,
6.000000000e+0,-3.584375000e-2,-6.896093750e+1,,,
4.031250000e+0,-1.171875000e-2,-6.800000000e+1,,,
1.004687500e+1,-8.156250000e-3,-6.900781250e+1,,,
7.953125000e+0,-1.612500000e-2,-6.700000000e+1,,,
8.062500000e+0,-2.000000000e-2,-6.996875000e+1,,,
1.004687500e+1,-1.600000000e-2,-7.100000000e+1,,,
-1.937500000e+0,-1.600000000e-2,-7.200781250e+1,,,
1.984375000e+0,-4.000000000e-3,-6.900000000e+1,,,
1.968750000e+0,-1.209375000e-2,-7.101562500e+1,,,
7.921875000e+0,-7.812500000e-3,-6.900000000e+1,,,
8.093750000e+0,-3.968750000e-3,-6.800000000e+1,,,
2.000000000e+0,-1.875000000e-4,-6.797656250e+1,,,
8.062500000e+0,3.937500000e-3,-7.001562500e+1,,,
8.031250000e+0,-8.062500000e-3,-6.600000000e+1,,,
9.921875000e+0,-3.968750000e-3,-6.801562500e+1,,,
-2.015625000e+0,-8.093750000e-3,-6.799218750e+1,,,
6.000000000e+0,-7.906250000e-3,-7.100000000e+1,,,
5.984375000e+0,-3.125000000e-5,-6.999218750e+1,,,
3.984375000e+0,-4.125000000e-3,-6.901562500e+1,,,
2.015625000e+0,-3.781250000e-3,-6.700000000e+1,,,
1.000000000e+1,7.906250000e-3,-6.800000000e+1,,,
4.000000000e+0,-8.000000000e-3,-6.800000000e+1,,,
6.000000000e+0,3.968750000e-3,-6.800781250e+1,,,
9.984375000e+0,-1.215625000e-2,-6.800000000e+1,,,
4.015625000e+0,0.000000000e+0,-6.897656250e+1,,,
3.984375000e+0,0.000000000e+0,-7.000000000e+1,,,
8.000000000e+0,3.968750000e-3,-7.000781250e+1,,,
3.968750000e+0,-4.062500000e-3,-6.897656250e+1,,,
8.062500000e+0,1.250000000e-4,-6.600000000e+1,,,
9.937500000e+0,4.031250000e-3,-6.900781250e+1,,,
4.000000000e+0,4.031250000e-3,-6.700000000e+1,,,
9.937500000e+0,4.500000000e-3,-6.900000000e+1,,,
7.984375000e+0,-1.203125000e-2,-7.002343750e+1,,,
1.198437500e+1,3.875000000e-3,-6.800000000e+1,,,
8.031250000e+0,-9.375000000e-5,-6.900781250e+1,,,
8.140625000e+0,1.209375000e-2,-6.900000000e+1,,,
1.953125000e+0,-8.000000000e-3,-7.000000000e+1,,,
9.937500000e+0,1.162500000e-2,-6.900781250e+1,,,
3.937500000e+0,1.875000000e-4,-6.803906250e+1,,,
4.000000000e+0,-1.250000000e-4,-6.599218750e+1,,,
4.000000000e+0,-3.906250000e-3,-7.002343750e+1,,,
5.984375000e+0,-2.403125000e-2,-6.900781250e+1,,,
1.968750000e+0,4.000000000e-3,-6.800000000e+1,,,
6.031250000e+0,-8.000000000e-3,-6.700000000e+1,,,
1.000000000e+1,-7.968750000e-3,-6.794531250e+1,,,
-3.796875000e+0,-1.596875000e-2,-7.000000000e+1,,,
-4.062500000e+0,-1.206250000e-2,-6.998437500e+1,,,
3.937500000e+0,-1.596875000e-2,-6.900000000e+1,,,
1.003125000e+1,-2.000000000e-2,-6.899218750e+1,,,
2.140625000e+0,-1.996875000e-2,-6.702343750e+1,,,
-1.093750000e-1,-2.400000000e-2,-7.000000000e+1,,,
1.004687500e+1,-1.615625000e-2,-6.600000000e+1,,,
5.937500000e+0,-1.593750000e-2,-6.602343750e+1,,,
5.984375000e+0,-2.796875000e-2,-6.800000000e+1,,,
2.000000000e+0,-2.800000000e-2,-6.800000000e+1,,,
4.000000000e+0,-2.400000000e-2,-6.999218750e+1,,,
2.015625000e+0,-1.200000000e-2,-6.596093750e+1,,,
-2.000000000e+0,-1.978125000e-2,-6.696875000e+1,,,
2.015625000e+0,-2.003125000e-2,-6.900000000e+1,,,
3.984375000e+0,-1.600000000e-2,-6.800000000e+1,,,
5.984375000e+0,-1.200000000e-2,-6.900781250e+1,,,
8.000000000e+0,-1.200000000e-2,-6.600781250e+1,,,
1.984375000e+0,-1.196875000e-2,-6.801562500e+1,,,
9.953125000e+0,-4.000000000e-3,-6.900000000e+1,,,
4.000000000e+0,-1.196875000e-2,-6.900000000e+1,,,
2.000000000e+0,-7.968750000e-3,-6.899218750e+1,,,
4.031250000e+0,-1.600000000e-2,-6.800000000e+1,,,
9.968750000e+0,-8.000000000e-3,-6.799218750e+1,,,
6.000000000e+0,-1.203125000e-2,-6.701562500e+1,,,
1.201562500e+1,-4.062500000e-3,-6.900000000e+1,,,
2.000000000e+0,-3.906250000e-3,-6.800781250e+1,,,
6.015625000e+0,-4.156250000e-3,-6.900000000e+1,,,
8.000000000e+0,7.906250000e-3,-6.800000000e+1,,,
3.984375000e+0,8.031250000e-3,-7.100000000e+1,,,
8.000000000e+0,-4.000000000e-3,-6.998437500e+1,,,
4.031250000e+0,0.000000000e+0,-6.700000000e+1,,,
5.937500000e+0,-8.000000000e-3,-6.900000000e+1,,,
8.031250000e+0,-1.628125000e-2,-6.998437500e+1,,,
6.046875000e+0,-4.000000000e-3,-7.098437500e+1,,,
1.201562500e+1,-8.000000000e-3,-6.601562500e+1,,,
5.890625000e+0,-4.000000000e-3,-6.803906250e+1,,,
2.000000000e+0,-8.000000000e-3,-6.900000000e+1,,,
1.984375000e+0,-3.125000000e-5,-6.700781250e+1,,,
0.000000000e+0,-1.603125000e-2,-6.800000000e+1,,,
3.968750000e+0,-8.000000000e-3,-6.798437500e+1,,,
4.000000000e+0,-1.996875000e-2,-6.600000000e+1,,,
5.984375000e+0,-1.209375000e-2,-6.703125000e+1,,,
8.000000000e+0,-1.200000000e-2,-6.998437500e+1,,,
5.968750000e+0,-1.203125000e-2,-6.800781250e+1,,,
1.193750000e+1,-2.003125000e-2,-7.100000000e+1,,,
8.203125000e+0,-8.093750000e-3,-6.897656250e+1,,,
7.812500000e-2,-1.996875000e-2,-6.500000000e+1,,,
1.201562500e+1,-2.000000000e-2,-6.601562500e+1,,,
3.921875000e+0,-8.000000000e-3,-6.800781250e+1,,,
8.031250000e+0,-2.006250000e-2,-6.800781250e+1,,,
1.200000000e+1,-2.000000000e-2,-6.699218750e+1,,,
6.000000000e+0,-1.600000000e-2,-7.000000000e+1,,,
8.000000000e+0,-2.000000000e-2,-6.800000000e+1,,,
2.000000000e+0,-1.606250000e-2,-7.000781250e+1,,,
7.984375000e+0,-2.000000000e-2,-6.700000000e+1,,,
4.015625000e+0,-2.806250000e-2,-6.899218750e+1,,,
3.953125000e+0,-3.875000000e-3,-6.900000000e+1,,,
9.968750000e+0,-1.206250000e-2,-6.900781250e+1,,,
1.004687500e+1,-2.009375000e-2,-6.701562500e+1,,,
6.000000000e+0,-1.196875000e-2,-6.800000000e+1,,,
1.000000000e+1,-2.400000000e-2,-6.898437500e+1,,,
5.937500000e+0,-1.200000000e-2,-6.803906250e+1,,,
2.015625000e+0,-2.003125000e-2,-7.100781250e+1,,,
6.015625000e+0,-2.000000000e-2,-6.898437500e+1,,,
6.031250000e+0,-2.003125000e-2,-6.900781250e+1,,,
1.001562500e+1,-1.612500000e-2,-6.702343750e+1,,,
2.046875000e+0,-1.984375000e-2,-6.601562500e+1,,,
-4.031250000e+0,-3.996875000e-2,-6.603125000e+1,,,
9.875000000e+0,-2.793750000e-2,-6.999218750e+1,,,
6.078125000e+0,-2.000000000e-2,-6.802343750e+1,,,
2.187500000e+0,-2.000000000e-2,-6.800000000e+1,,,
-8.015625000e+0,-2.390625000e-2,-6.802343750e+1,,,
2.140625000e+0,-2.800000000e-2,-6.600000000e+1,,,
1.984375000e+0,-1.600000000e-2,-6.800781250e+1,,,
3.968750000e+0,-2.406250000e-2,-6.800000000e+1,,,
2.062500000e+0,-3.596875000e-2,-6.800000000e+1,,,
1.003125000e+1,-3.206250000e-2,-7.000000000e+1,,,
3.906250000e+0,-4.406250000e-2,-6.800781250e+1,,,
2.000000000e+0,-3.615625000e-2,-6.796875000e+1,,,
1.953125000e+0,-2.806250000e-2,-7.000781250e+1,,,
5.984375000e+0,-2.003125000e-2,-7.000000000e+1,,,
4.015625000e+0,-2.409375000e-2,-7.100000000e+1,,,
5.953125000e+0,-4.003125000e-2,-6.798437500e+1,,,
6.093750000e+0,-3.200000000e-2,-6.900000000e+1,,,
-6.250000000e-2,-2.012500000e-2,-6.800000000e+1,,,
1.007812500e+1,-1.971875000e-2,-7.000781250e+1,,,
7.921875000e+0,-4.396875000e-2,-7.000000000e+1,,,
8.046875000e+0,-3.200000000e-2,-6.700000000e+1,,,
1.403125000e+1,-4.000000000e-2,-7.001562500e+1,,,
9.953125000e+0,-3.193750000e-2,-6.999218750e+1,,,
2.000000000e+0,-2.000000000e-2,-6.700000000e+1,,,
8.000000000e+0,-1.581250000e-2,-6.700000000e+1,,,
1.984375000e+0,-3.200000000e-2,-6.801562500e+1,,,
6.000000000e+0,-2.800000000e-2,-7.000781250e+1,,,
0.000000000e+0,-2.793750000e-2,-6.800781250e+1,,,
6.015625000e+0,-2.000000000e-2,-6.900000000e+1,,,
5.984375000e+0,-2.806250000e-2,-6.700000000e+1,,,
1.001562500e+1,-2.809375000e-2,-6.800781250e+1,,,
2.093750000e+0,-3.596875000e-2,-6.694531250e+1,,,
-2.000000000e+0,-2.409375000e-2,-7.000781250e+1,,,
6.000000000e+0,-1.603125000e-2,-6.600781250e+1,,,
8.015625000e+0,-2.806250000e-2,-7.106250000e+1,,,
7.937500000e+0,-3.206250000e-2,-6.898437500e+1,,,
0.000000000e+0,-3.593750000e-2,-7.000000000e+1,,,
4.015625000e+0,-2.406250000e-2,-6.898437500e+1,,,
4.000000000e+0,-2.800000000e-2,-6.600000000e+1,,,
1.200000000e+1,-2.800000000e-2,-7.099218750e+1,,,
2.000000000e+0,-2.403125000e-2,-6.796875000e+1,,,
6.000000000e+0,-3.203125000e-2,-6.800000000e+1,,,
2.078125000e+0,-2.390625000e-2,-6.900000000e+1,,,
-3.125000000e-2,-2.400000000e-2,-6.800000000e+1,,,
3.953125000e+0,-2.409375000e-2,-6.799218750e+1,,,
5.921875000e+0,-2.406250000e-2,-7.000000000e+1,,,
2.031250000e+0,-3.203125000e-2,-6.900000000e+1,,,
1.009375000e+1,-2.787500000e-2,-6.899218750e+1,,,
7.953125000e+0,-2.406250000e-2,-6.600000000e+1,,,
7.968750000e+0,-3.212500000e-2,-6.900000000e+1,,,
3.984375000e+0,-3.196875000e-2,-6.700000000e+1,,,
5.937500000e+0,-2.803125000e-2,-7.099218750e+1,,,
6.046875000e+0,-2.800000000e-2,-7.000000000e+1,,,
2.015625000e+0,-3.203125000e-2,-6.901562500e+1,,,
2.015625000e+0,-2.396875000e-2,-6.899218750e+1,,,
-3.125000000e-2,-2.400000000e-2,-6.600000000e+1,,,
5.968750000e+0,-2.000000000e-2,-6.700000000e+1,,,
4.015625000e+0,-2.381250000e-2,-6.898437500e+1,,,
8.046875000e+0,-3.203125000e-2,-6.900781250e+1,,,
5.843750000e+0,-1.996875000e-2,-6.699218750e+1,,,
7.812500000e-2,-2.009375000e-2,-6.801562500e+1,,,
1.201562500e+1,-2.396875000e-2,-7.000781250e+1,,,
3.984375000e+0,-2.006250000e-2,-6.696093750e+1,,,
8.015625000e+0,-2.800000000e-2,-6.500781250e+1,,,
8.000000000e+0,-2.006250000e-2,-6.797656250e+1,,,
5.984375000e+0,-2.809375000e-2,-6.800000000e+1,,,
6.000000000e+0,-2.790625000e-2,-7.000000000e+1,,,
8.000000000e+0,-2.409375000e-2,-6.900781250e+1,,,
2.000000000e+0,-3.190625000e-2,-6.900000000e+1,,,
8.000000000e+0,-2.009375000e-2,-6.600000000e+1,,,
8.046875000e+0,-4.012500000e-2,-6.893750000e+1,,,
3.984375000e+0,-3.200000000e-2,-6.900000000e+1,,,
4.000000000e+0,-2.803125000e-2,-6.902343750e+1,,,
4.015625000e+0,-3.606250000e-2,-6.999218750e+1,,,
6.000000000e+0,-3.590625000e-2,-6.599218750e+1,,,
3.953125000e+0,-3.203125000e-2,-6.902343750e+1,,,
4.000000000e+0,-3.596875000e-2,-6.700781250e+1,,,
6.000000000e+0,-2.803125000e-2,-6.799218750e+1,,,
6.000000000e+0,-3.606250000e-2,-6.900000000e+1,,,
8.000000000e+0,-3.987500000e-2,-6.800000000e+1,,,
6.015625000e+0,-1.990625000e-2,-7.000000000e+1,,,
7.984375000e+0,-2.809375000e-2,-6.900781250e+1,,,
9.984375000e+0,-2.806250000e-2,-7.100000000e+1,,,
8.046875000e+0,-4.000000000e-2,-6.900781250e+1,,,
3.906250000e+0,-3.190625000e-2,-6.900000000e+1,,,
2.031250000e+0,-2.800000000e-2,-6.700781250e+1,,,
6.031250000e+0,-2.806250000e-2,-6.796875000e+1,,,
8.015625000e+0,-3.203125000e-2,-6.900000000e+1,,,
7.937500000e+0,-3.628125000e-2,-6.600781250e+1,,,
3.968750000e+0,-4.378125000e-2,-6.796875000e+1,,,
6.078125000e+0,-2.800000000e-2,-6.997656250e+1,,,
1.000000000e+1,-4.000000000e-2,-7.200000000e+1,,,
6.031250000e+0,-2.800000000e-2,-7.100781250e+1,,,
6.000000000e+0,-2.806250000e-2,-6.998437500e+1,,,
4.015625000e+0,-3.212500000e-2,-6.900781250e+1,,,
-7.812500000e-2,-3.593750000e-2,-7.000000000e+1,,,
8.015625000e+0,-2.390625000e-2,-7.000000000e+1,,,
3.125000000e-2,-3.168750000e-2,-6.901562500e+1,,,
8.125000000e+0,-4.406250000e-2,-6.699218750e+1,,,
9.921875000e+0,-4.387500000e-2,-6.800000000e+1,,,
6.000000000e+0,-3.184375000e-2,-6.500000000e+1,,,
1.201562500e+1,-2.790625000e-2,-6.898437500e+1,,,
1.000000000e+1,-2.006250000e-2,-6.900000000e+1,,,
9.984375000e+0,-3.196875000e-2,-7.201562500e+1,,,
8.000000000e+0,-3.203125000e-2,-7.200000000e+1,,,
1.198437500e+1,-4.012500000e-2,-7.102343750e+1,,,
6.000000000e+0,-3.996875000e-2,-6.700000000e+1,,,
6.000000000e+0,-3.578125000e-2,-6.798437500e+1,,,
1.200000000e+1,-2.393750000e-2,-7.100781250e+1,,,
5.953125000e+0,-3.225000000e-2,-6.800000000e+1,,,
-1.562500000e-2,-4.000000000e-2,-6.800781250e+1,,,
7.984375000e+0,-4.803125000e-2,-6.700000000e+1,,,
2.000000000e+0,-4.393750000e-2,-6.902343750e+1,,,
2.046875000e+0,-3.203125000e-2,-6.897656250e+1,,,
5.984375000e+0,-4.003125000e-2,-6.700000000e+1,,,
1.953125000e+0,-3.203125000e-2,-7.002343750e+1,,,
4.046875000e+0,-4.000000000e-2,-6.900000000e+1,,,
8.000000000e+0,-2.809375000e-2,-6.800000000e+1,,,
4.062500000e+0,-3.600000000e-2,-6.502343750e+1,,,
3.968750000e+0,-2.800000000e-2,-6.600000000e+1,,,
5.906250000e+0,-3.600000000e-2,-6.801562500e+1,,,
8.109375000e+0,-2.800000000e-2,-7.000781250e+1,,,
2.000000000e+0,-3.212500000e-2,-6.800000000e+1,,,
7.875000000e+0,-2.000000000e-2,-6.700781250e+1,,,
5.953125000e+0,-3.190625000e-2,-6.600000000e+1,,,
3.984375000e+0,-2.803125000e-2,-6.798437500e+1,,,
